CBSA Code,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,CBSA Title,CBSA First Listed City,If
31020,Metropolitan Statistical Area,Longview,53,40245,"Longview, WA",Longview,1
31060,Micropolitan Statistical Area,Los Alamos,35,42320,"Los Alamos, NM",Los Alamos,1
31080,Metropolitan Statistical Area,Anaheim,06,02000,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Arcadia,06,02462,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Burbank,06,08954,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Carson,06,11530,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Costa Mesa,06,16532,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Fountain Valley,06,25380,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Gardena,06,28168,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Glendale,06,30000,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Irvine,06,36770,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Long Beach,06,43000,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Los Angeles,06,44000,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,1
31080,Metropolitan Statistical Area,Newport Beach,06,51182,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Orange,06,53980,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Pasadena,06,56000,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Santa Ana,06,69000,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Santa Monica,06,70000,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Torrance,06,80000,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31080,Metropolitan Statistical Area,Tustin,06,80854,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,0
31140,Metropolitan Statistical Area,Louisville,21,48006,"Louisville/Jefferson County, KY-IN",Louisville,1
31180,Metropolitan Statistical Area,Lubbock,48,45000,"Lubbock, TX",Lubbock,1
31220,Micropolitan Statistical Area,Ludington,26,49640,"Ludington, MI",Ludington,1
31260,Micropolitan Statistical Area,Lufkin,48,45072,"Lufkin, TX",Lufkin,1
31300,Micropolitan Statistical Area,Lumberton,37,39700,"Lumberton, NC",Lumberton,1
31340,Metropolitan Statistical Area,Lynchburg,51,47672,"Lynchburg, VA",Lynchburg,1
31380,Micropolitan Statistical Area,Macomb,17,45889,"Macomb, IL",Macomb,1
31420,Metropolitan Statistical Area,Macon,13,49008,"Macon-Bibb County, GA",Macon,1
31460,Metropolitan Statistical Area,Madera,06,45022,"Madera, CA",Madera,1
31500,Micropolitan Statistical Area,Madison,18,45990,"Madison, IN",Madison,1
31540,Metropolitan Statistical Area,Madison,55,48000,"Madison, WI",Madison,1
31580,Micropolitan Statistical Area,Madisonville,21,49368,"Madisonville, KY",Madisonville,1
31620,Micropolitan Statistical Area,Magnolia,05,43460,"Magnolia, AR",Magnolia,1
31660,Micropolitan Statistical Area,Malone,36,44710,"Malone, NY",Malone,1
31680,Micropolitan Statistical Area,Malvern,05,43610,"Malvern, AR",Malvern,1
31700,Metropolitan Statistical Area,Manchester,33,45140,"Manchester-Nashua, NH",Manchester,1
31700,Metropolitan Statistical Area,Nashua,33,50260,"Manchester-Nashua, NH",Manchester,0
31740,Metropolitan Statistical Area,Manhattan,20,44250,"Manhattan, KS",Manhattan,1
31820,Micropolitan Statistical Area,Manitowoc,55,48500,"Manitowoc, WI",Manitowoc,1
31860,Metropolitan Statistical Area,Mankato,27,39878,"Mankato, MN",Mankato,1
31900,Metropolitan Statistical Area,Mansfield,39,47138,"Mansfield, OH",Mansfield,1
31930,Micropolitan Statistical Area,Marietta,39,47628,"Marietta, OH",Marietta,1
31940,Micropolitan Statistical Area,Marinette,55,49300,"Marinette, WI-MI",Marinette,1
31980,Micropolitan Statistical Area,Marion,18,46908,"Marion, IN",Marion,1
32000,Micropolitan Statistical Area,Marion,37,41420,"Marion, NC",Marion,1
32020,Micropolitan Statistical Area,Marion,39,47754,"Marion, OH",Marion,1
32100,Micropolitan Statistical Area,Marquette,26,51900,"Marquette, MI",Marquette,1
32140,Micropolitan Statistical Area,Marshall,27,40688,"Marshall, MN",Marshall,1
32180,Micropolitan Statistical Area,Marshall,29,46316,"Marshall, MO",Marshall,1
32260,Micropolitan Statistical Area,Marshalltown,19,49755,"Marshalltown, IA",Marshalltown,1
32280,Micropolitan Statistical Area,Martin,47,46240,"Martin, TN",Martin,1
32300,Micropolitan Statistical Area,Martinsville,51,49784,"Martinsville, VA",Martinsville,1
32340,Micropolitan Statistical Area,Maryville,29,46640,"Maryville, MO",Maryville,1
32380,Micropolitan Statistical Area,Mason City,19,50160,"Mason City, IA",Mason City,1
32420,Metropolitan Statistical Area,Mayagüez,72,52431,"Mayagüez, PR",Mayagüez,1
32460,Micropolitan Statistical Area,Mayfield,21,50898,"Mayfield, KY",Mayfield,1
32500,Micropolitan Statistical Area,Maysville,21,51024,"Maysville, KY",Maysville,1
32540,Micropolitan Statistical Area,McAlester,40,44800,"McAlester, OK",McAlester,1
32580,Metropolitan Statistical Area,Edinburg,48,22660,"McAllen-Edinburg-Mission, TX",McAllen,0
32580,Metropolitan Statistical Area,McAllen,48,45384,"McAllen-Edinburg-Mission, TX",McAllen,1
32580,Metropolitan Statistical Area,Mission,48,48768,"McAllen-Edinburg-Mission, TX",McAllen,0
32620,Micropolitan Statistical Area,McComb,28,43280,"McComb, MS",McComb,1
32660,Micropolitan Statistical Area,McMinnville,47,45100,"McMinnville, TN",McMinnville,1
32700,Micropolitan Statistical Area,McPherson,20,43950,"McPherson, KS",McPherson,1
32740,Micropolitan Statistical Area,Meadville,42,48360,"Meadville, PA",Meadville,1
32780,Metropolitan Statistical Area,Medford,41,47000,"Medford, OR",Medford,1
32820,Metropolitan Statistical Area,Memphis,47,48000,"Memphis, TN-MS-AR",Memphis,1
32860,Micropolitan Statistical Area,Menomonie,55,51025,"Menomonie, WI",Menomonie,1
32900,Metropolitan Statistical Area,Merced,06,46898,"Merced, CA",Merced,1
32940,Micropolitan Statistical Area,Meridian,28,46640,"Meridian, MS",Meridian,1
33020,Micropolitan Statistical Area,Mexico,29,47648,"Mexico, MO",Mexico,1
33060,Micropolitan Statistical Area,Miami,40,48000,"Miami, OK",Miami,1
33100,Metropolitan Statistical Area,Boca Raton,12,07300,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Boynton Beach,12,07875,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Coral Gables,12,14250,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Deerfield Beach,12,16725,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Delray Beach,12,17100,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Doral,12,17935,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Fort Lauderdale,12,24000,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Jupiter,12,35875,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Kendall,12,36100,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Miami,12,45000,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,1
33100,Metropolitan Statistical Area,Miami Beach,12,45025,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Palm Beach Gardens,12,54075,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Pompano Beach,12,58050,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,Sunrise,12,69700,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33100,Metropolitan Statistical Area,West Palm Beach,12,76600,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,0
33140,Metropolitan Statistical Area,La Porte,18,42246,"Michigan City-La Porte, IN",Michigan City,0
33140,Metropolitan Statistical Area,Michigan City,18,48798,"Michigan City-La Porte, IN",Michigan City,1
33180,Micropolitan Statistical Area,Middlesborough,21,51924,"Middlesborough, KY",Middlesborough,1
33220,Metropolitan Statistical Area,Midland,26,53780,"Midland, MI",Midland,1
33260,Metropolitan Statistical Area,Midland,48,48072,"Midland, TX",Midland,1
33300,Micropolitan Statistical Area,Milledgeville,13,51492,"Milledgeville, GA",Milledgeville,1
33340,Metropolitan Statistical Area,Milwaukee,55,53000,"Milwaukee-Waukesha, WI",Milwaukee,1
33340,Metropolitan Statistical Area,Waukesha,55,84250,"Milwaukee-Waukesha, WI",Milwaukee,0
33380,Micropolitan Statistical Area,Minden,22,50885,"Minden, LA",Minden,1
33420,Micropolitan Statistical Area,Mineral Wells,48,48684,"Mineral Wells, TX",Mineral Wells,1
33460,Metropolitan Statistical Area,Bloomington,27,06616,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,0
33460,Metropolitan Statistical Area,Eagan,27,17288,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,0
33460,Metropolitan Statistical Area,Eden Prairie,27,18116,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,0
33460,Metropolitan Statistical Area,Edina,27,18188,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,0
33460,Metropolitan Statistical Area,Minneapolis,27,43000,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,1
33460,Metropolitan Statistical Area,Minnetonka,27,43252,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,0
33460,Metropolitan Statistical Area,Plymouth,27,51730,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,0
33460,Metropolitan Statistical Area,St. Paul,27,58000,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,0
33500,Micropolitan Statistical Area,Minot,38,53380,"Minot, ND",Minot,1
33540,Metropolitan Statistical Area,Missoula,30,50200,"Missoula, MT",Missoula,1
33580,Micropolitan Statistical Area,Mitchell,46,43100,"Mitchell, SD",Mitchell,1
33620,Micropolitan Statistical Area,Moberly,29,49034,"Moberly, MO",Moberly,1
33660,Metropolitan Statistical Area,Mobile,01,50000,"Mobile, AL",Mobile,1
33700,Metropolitan Statistical Area,Modesto,06,48354,"Modesto, CA",Modesto,1
33740,Metropolitan Statistical Area,Monroe,22,51410,"Monroe, LA",Monroe,1
33780,Metropolitan Statistical Area,Monroe,26,55020,"Monroe, MI",Monroe,1
33860,Metropolitan Statistical Area,Montgomery,01,51000,"Montgomery, AL",Montgomery,1
33940,Micropolitan Statistical Area,Montrose,08,51745,"Montrose, CO",Montrose,1
33980,Micropolitan Statistical Area,Morehead City,37,44320,"Morehead City, NC",Morehead City,1
34020,Micropolitan Statistical Area,Morgan City,22,52040,"Morgan City, LA",Morgan City,1
34060,Metropolitan Statistical Area,Morgantown,54,55756,"Morgantown, WV",Morgantown,1
34100,Metropolitan Statistical Area,Morristown,47,50280,"Morristown, TN",Morristown,1
34140,Micropolitan Statistical Area,Moscow,16,54550,"Moscow, ID",Moscow,1
34180,Micropolitan Statistical Area,Moses Lake,53,47245,"Moses Lake, WA",Moses Lake,1
34220,Micropolitan Statistical Area,Moultrie,13,53060,"Moultrie, GA",Moultrie,1
34260,Micropolitan Statistical Area,Mountain Home,05,47390,"Mountain Home, AR",Mountain Home,1
34300,Micropolitan Statistical Area,Mountain Home,16,54730,"Mountain Home, ID",Mountain Home,1
34340,Micropolitan Statistical Area,Mount Airy,37,44800,"Mount Airy, NC",Mount Airy,1
34350,Micropolitan Statistical Area,Mount Gay-Shamrock,54,56342,"Mount Gay-Shamrock, WV",Mount Gay-Shamrock,1
34380,Micropolitan Statistical Area,Mount Pleasant,26,56020,"Mount Pleasant, MI",Mount Pleasant,1
34420,Micropolitan Statistical Area,Mount Pleasant,48,49800,"Mount Pleasant, TX",Mount Pleasant,1
34460,Micropolitan Statistical Area,Mount Sterling,21,54084,"Mount Sterling, KY",Mount Sterling,1
34500,Micropolitan Statistical Area,Mount Vernon,17,51180,"Mount Vernon, IL",Mount Vernon,1
34540,Micropolitan Statistical Area,Mount Vernon,39,53102,"Mount Vernon, OH",Mount Vernon,1
34580,Metropolitan Statistical Area,Anacortes,53,01990,"Mount Vernon-Anacortes, WA",Mount Vernon,0
34580,Metropolitan Statistical Area,Mount Vernon,53,47560,"Mount Vernon-Anacortes, WA",Mount Vernon,1
34620,Metropolitan Statistical Area,Muncie,18,51876,"Muncie, IN",Muncie,1
34660,Micropolitan Statistical Area,Murray,21,54642,"Murray, KY",Murray,1
34700,Micropolitan Statistical Area,Muscatine,19,55110,"Muscatine, IA",Muscatine,1
34740,Metropolitan Statistical Area,Muskegon,26,56320,"Muskegon, MI",Muskegon,1
34780,Micropolitan Statistical Area,Muskogee,40,50050,"Muskogee, OK",Muskogee,1
34820,Metropolitan Statistical Area,Conway,45,16405,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,0
34820,Metropolitan Statistical Area,Myrtle Beach,45,49075,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,1
34820,Metropolitan Statistical Area,North Myrtle Beach,45,51280,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,0
34860,Micropolitan Statistical Area,Nacogdoches,48,50256,"Nacogdoches, TX",Nacogdoches,1
34900,Metropolitan Statistical Area,Napa,06,50258,"Napa, CA",Napa,1
34940,Metropolitan Statistical Area,Marco Island,12,43083,"Naples-Marco Island, FL",Naples,0
34940,Metropolitan Statistical Area,Naples,12,47625,"Naples-Marco Island, FL",Naples,1
34980,Metropolitan Statistical Area,Franklin,47,27740,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,0
34980,Metropolitan Statistical Area,Murfreesboro,47,51560,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,0
34980,Metropolitan Statistical Area,Nashville,47,52006,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,1
35020,Micropolitan Statistical Area,Natchez,28,50440,"Natchez, MS-LA",Natchez,1
35060,Micropolitan Statistical Area,Natchitoches,22,53545,"Natchitoches, LA",Natchitoches,1
35100,Metropolitan Statistical Area,New Bern,37,46340,"New Bern, NC",New Bern,1
35140,Micropolitan Statistical Area,Newberry,45,49570,"Newberry, SC",Newberry,1
35220,Micropolitan Statistical Area,New Castle,18,52740,"New Castle, IN",New Castle,1
35260,Micropolitan Statistical Area,New Castle,42,53368,"New Castle, PA",New Castle,1
35300,Metropolitan Statistical Area,Milford city (balance),09,47515,"New Haven-Milford, CT",New Haven,0
35300,Metropolitan Statistical Area,New Haven,09,52000,"New Haven-Milford, CT",New Haven,1
35380,Metropolitan Statistical Area,Metairie,22,50115,"New Orleans-Metairie, LA",New Orleans,0
35380,Metropolitan Statistical Area,New Orleans,22,55000,"New Orleans-Metairie, LA",New Orleans,1
35420,Micropolitan Statistical Area,Dover,39,22456,"New Philadelphia-Dover, OH",New Philadelphia,0
35420,Micropolitan Statistical Area,New Philadelphia,39,55216,"New Philadelphia-Dover, OH",New Philadelphia,1
35440,Micropolitan Statistical Area,Newport,41,52450,"Newport, OR",Newport,1
35460,Micropolitan Statistical Area,Newport,47,53000,"Newport, TN",Newport,1
35580,Micropolitan Statistical Area,New Ulm,27,46042,"New Ulm, MN",New Ulm,1
35620,Metropolitan Statistical Area,Jersey City,34,36000,"New York-Newark-Jersey City, NY-NJ-PA",New York,0
35620,Metropolitan Statistical Area,Lakewood,34,38580,"New York-Newark-Jersey City, NY-NJ-PA",New York,0
35620,Metropolitan Statistical Area,Newark,34,51000,"New York-Newark-Jersey City, NY-NJ-PA",New York,0
35620,Metropolitan Statistical Area,New Brunswick,34,51210,"New York-Newark-Jersey City, NY-NJ-PA",New York,0
35620,Metropolitan Statistical Area,New York,36,51000,"New York-Newark-Jersey City, NY-NJ-PA",New York,1
35620,Metropolitan Statistical Area,White Plains,36,81677,"New York-Newark-Jersey City, NY-NJ-PA",New York,0
35660,Metropolitan Statistical Area,Niles,26,57760,"Niles, MI",Niles,1
35700,Micropolitan Statistical Area,Nogales,04,49640,"Nogales, AZ",Nogales,1
35740,Micropolitan Statistical Area,Norfolk,31,34615,"Norfolk, NE",Norfolk,1
35820,Micropolitan Statistical Area,North Platte,31,35000,"North Platte, NE",North Platte,1
35840,Metropolitan Statistical Area,Bradenton,12,07950,"North Port-Sarasota-Bradenton, FL",North Port,0
35840,Metropolitan Statistical Area,North Port,12,49675,"North Port-Sarasota-Bradenton, FL",North Port,1
35840,Metropolitan Statistical Area,Sarasota,12,64175,"North Port-Sarasota-Bradenton, FL",North Port,0
35840,Metropolitan Statistical Area,Venice,12,73900,"North Port-Sarasota-Bradenton, FL",North Port,0
35860,Micropolitan Statistical Area,North Vernon,18,55116,"North Vernon, IN",North Vernon,1
35900,Micropolitan Statistical Area,North Wilkesboro,37,47880,"North Wilkesboro, NC",North Wilkesboro,1
35940,Micropolitan Statistical Area,Norwalk,39,57302,"Norwalk, OH",Norwalk,1
35980,Metropolitan Statistical Area,New London,09,52280,"Norwich-New London, CT",Norwich,0
35980,Metropolitan Statistical Area,Norwich,09,56200,"Norwich-New London, CT",Norwich,1
36020,Micropolitan Statistical Area,Oak Harbor,53,50360,"Oak Harbor, WA",Oak Harbor,1
36100,Metropolitan Statistical Area,Ocala,12,50750,"Ocala, FL",Ocala,1
36140,Metropolitan Statistical Area,Ocean City,34,54360,"Ocean City, NJ",Ocean City,1
36220,Metropolitan Statistical Area,Odessa,48,53388,"Odessa, TX",Odessa,1
36260,Metropolitan Statistical Area,Clearfield,49,13850,"Ogden-Clearfield, UT",Ogden,0
36260,Metropolitan Statistical Area,Ogden,49,55980,"Ogden-Clearfield, UT",Ogden,1
36300,Micropolitan Statistical Area,Massena,36,46019,"Ogdensburg-Massena, NY",Ogdensburg,0
36300,Micropolitan Statistical Area,Ogdensburg,36,54485,"Ogdensburg-Massena, NY",Ogdensburg,1
36340,Micropolitan Statistical Area,Oil City,42,56456,"Oil City, PA",Oil City,1
36380,Micropolitan Statistical Area,Okeechobee,12,51200,"Okeechobee, FL",Okeechobee,1
36420,Metropolitan Statistical Area,Oklahoma City,40,55000,"Oklahoma City, OK",Oklahoma City,1
36460,Micropolitan Statistical Area,Olean,36,54716,"Olean, NY",Olean,1
36500,Metropolitan Statistical Area,Lacey,53,36745,"Olympia-Lacey-Tumwater, WA",Olympia,0
36500,Metropolitan Statistical Area,Olympia,53,51300,"Olympia-Lacey-Tumwater, WA",Olympia,1
36500,Metropolitan Statistical Area,Tumwater,53,72905,"Olympia-Lacey-Tumwater, WA",Olympia,0
36540,Metropolitan Statistical Area,Council Bluffs,19,16860,"Omaha-Council Bluffs, NE-IA",Omaha,0
36540,Metropolitan Statistical Area,Omaha,31,37000,"Omaha-Council Bluffs, NE-IA",Omaha,1
36580,Micropolitan Statistical Area,Oneonta,36,54881,"Oneonta, NY",Oneonta,1
36620,Micropolitan Statistical Area,Ontario,41,54900,"Ontario, OR-ID",Ontario,1
36660,Micropolitan Statistical Area,Opelousas,22,58045,"Opelousas, LA",Opelousas,1
36700,Micropolitan Statistical Area,Orangeburg,45,53080,"Orangeburg, SC",Orangeburg,1
36740,Metropolitan Statistical Area,Kissimmee,12,36950,"Orlando-Kissimmee-Sanford, FL",Orlando,0
36740,Metropolitan Statistical Area,Orlando,12,53000,"Orlando-Kissimmee-Sanford, FL",Orlando,1
36740,Metropolitan Statistical Area,Sanford,12,63650,"Orlando-Kissimmee-Sanford, FL",Orlando,0
36780,Metropolitan Statistical Area,Neenah,55,55750,"Oshkosh-Neenah, WI",Oshkosh,0
36780,Metropolitan Statistical Area,Oshkosh,55,60500,"Oshkosh-Neenah, WI",Oshkosh,1
36820,Micropolitan Statistical Area,Oskaloosa,19,59925,"Oskaloosa, IA",Oskaloosa,1
36830,Micropolitan Statistical Area,Othello,53,52215,"Othello, WA",Othello,1
36837,Micropolitan Statistical Area,Ottawa,17,56926,"Ottawa, IL",Ottawa,1
36840,Micropolitan Statistical Area,Ottawa,20,53550,"Ottawa, KS",Ottawa,1
36900,Micropolitan Statistical Area,Ottumwa,19,60465,"Ottumwa, IA",Ottumwa,1
36940,Micropolitan Statistical Area,Owatonna,27,49300,"Owatonna, MN",Owatonna,1
36980,Metropolitan Statistical Area,Owensboro,21,58620,"Owensboro, KY",Owensboro,1
37060,Micropolitan Statistical Area,Oxford,28,54840,"Oxford, MS",Oxford,1
37100,Metropolitan Statistical Area,Camarillo,06,10046,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard,0
37100,Metropolitan Statistical Area,Oxnard,06,54652,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard,1
37100,Metropolitan Statistical Area,San Buenaventura (Ventura),06,65042,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard,0
37100,Metropolitan Statistical Area,Thousand Oaks,06,78582,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard,0
37120,Micropolitan Statistical Area,Ozark,01,57648,"Ozark, AL",Ozark,1
37140,Micropolitan Statistical Area,Paducah,21,58836,"Paducah, KY-IL",Paducah,1
37220,Micropolitan Statistical Area,Pahrump,32,53800,"Pahrump, NV",Pahrump,1
37260,Micropolitan Statistical Area,Palatka,12,53875,"Palatka, FL",Palatka,1
37300,Micropolitan Statistical Area,Palestine,48,54708,"Palestine, TX",Palestine,1
37340,Metropolitan Statistical Area,Melbourne,12,43975,"Palm Bay-Melbourne-Titusville, FL",Palm Bay,0
37340,Metropolitan Statistical Area,Palm Bay,12,54000,"Palm Bay-Melbourne-Titusville, FL",Palm Bay,1
37340,Metropolitan Statistical Area,Titusville,12,71900,"Palm Bay-Melbourne-Titusville, FL",Palm Bay,0
37420,Micropolitan Statistical Area,Pampa,48,54912,"Pampa, TX",Pampa,1
37460,Metropolitan Statistical Area,Panama City,12,54700,"Panama City, FL",Panama City,1
37500,Micropolitan Statistical Area,Paragould,05,53390,"Paragould, AR",Paragould,1
37540,Micropolitan Statistical Area,Paris,47,56720,"Paris, TN",Paris,1
37580,Micropolitan Statistical Area,Paris,48,55080,"Paris, TX",Paris,1
37620,Metropolitan Statistical Area,Parkersburg,54,62140,"Parkersburg-Vienna, WV",Parkersburg,1
37620,Metropolitan Statistical Area,Vienna,54,83500,"Parkersburg-Vienna, WV",Parkersburg,0
37660,Micropolitan Statistical Area,Parsons,20,54675,"Parsons, KS",Parsons,1
37740,Micropolitan Statistical Area,Payson,04,53700,"Payson, AZ",Payson,1
37770,Micropolitan Statistical Area,Pearsall,48,56384,"Pearsall, TX",Pearsall,1
37780,Micropolitan Statistical Area,Pecos,48,56516,"Pecos, TX",Pecos,1
37800,Micropolitan Statistical Area,Pella,19,62040,"Pella, IA",Pella,1
37860,Metropolitan Statistical Area,Brent,12,08300,"Pensacola-Ferry Pass-Brent, FL",Pensacola,0
37860,Metropolitan Statistical Area,Ferry Pass,12,22275,"Pensacola-Ferry Pass-Brent, FL",Pensacola,0
37860,Metropolitan Statistical Area,Pensacola,12,55925,"Pensacola-Ferry Pass-Brent, FL",Pensacola,1
37900,Metropolitan Statistical Area,Peoria,17,59000,"Peoria, IL",Peoria,1
37940,Micropolitan Statistical Area,Peru,18,59328,"Peru, IN",Peru,1
37980,Metropolitan Statistical Area,Wilmington,10,77580,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,0
37980,Metropolitan Statistical Area,Camden,34,10000,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,0
37980,Metropolitan Statistical Area,Philadelphia,42,60000,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,1
38060,Metropolitan Statistical Area,Casa Grande,04,10530,"Phoenix-Mesa-Chandler, AZ",Phoenix,0
38060,Metropolitan Statistical Area,Chandler,04,12000,"Phoenix-Mesa-Chandler, AZ",Phoenix,0
38060,Metropolitan Statistical Area,Mesa,04,46000,"Phoenix-Mesa-Chandler, AZ",Phoenix,0
38060,Metropolitan Statistical Area,Phoenix,04,55000,"Phoenix-Mesa-Chandler, AZ",Phoenix,1
38060,Metropolitan Statistical Area,Scottsdale,04,65000,"Phoenix-Mesa-Chandler, AZ",Phoenix,0
38060,Metropolitan Statistical Area,Tempe,04,73000,"Phoenix-Mesa-Chandler, AZ",Phoenix,0
38100,Micropolitan Statistical Area,Picayune,28,57160,"Picayune, MS",Picayune,1
38180,Micropolitan Statistical Area,Pierre,46,49600,"Pierre, SD",Pierre,1
38220,Metropolitan Statistical Area,Pine Bluff,05,55310,"Pine Bluff, AR",Pine Bluff,1
38240,Micropolitan Statistical Area,Pinehurst,37,51940,"Pinehurst-Southern Pines, NC",Pinehurst,1
38240,Micropolitan Statistical Area,Southern Pines,37,63120,"Pinehurst-Southern Pines, NC",Pinehurst,0
38260,Micropolitan Statistical Area,Pittsburg,20,56025,"Pittsburg, KS",Pittsburg,1
38300,Metropolitan Statistical Area,Pittsburgh,42,61000,"Pittsburgh, PA",Pittsburgh,1
38340,Metropolitan Statistical Area,Pittsfield,25,53960,"Pittsfield, MA",Pittsfield,1
38380,Micropolitan Statistical Area,Plainview,48,57980,"Plainview, TX",Plainview,1
38420,Micropolitan Statistical Area,Platteville,55,63250,"Platteville, WI",Platteville,1
38460,Micropolitan Statistical Area,Plattsburgh,36,58574,"Plattsburgh, NY",Plattsburgh,1
38500,Micropolitan Statistical Area,Plymouth,18,60822,"Plymouth, IN",Plymouth,1
38540,Metropolitan Statistical Area,Pocatello,16,64090,"Pocatello, ID",Pocatello,1
38580,Micropolitan Statistical Area,Point Pleasant,54,64708,"Point Pleasant, WV-OH",Point Pleasant,1
38620,Micropolitan Statistical Area,Ponca City,40,59850,"Ponca City, OK",Ponca City,1
38660,Metropolitan Statistical Area,Ponce,72,63820,"Ponce, PR",Ponce,1
38700,Micropolitan Statistical Area,Pontiac,17,61015,"Pontiac, IL",Pontiac,1
38740,Micropolitan Statistical Area,Poplar Bluff,29,59096,"Poplar Bluff, MO",Poplar Bluff,1
38780,Micropolitan Statistical Area,Portales,35,59260,"Portales, NM",Portales,1
38820,Micropolitan Statistical Area,Port Angeles,53,55365,"Port Angeles, WA",Port Angeles,1
38860,Metropolitan Statistical Area,Portland,23,60545,"Portland-South Portland, ME",Portland,1
38860,Metropolitan Statistical Area,South Portland,23,71990,"Portland-South Portland, ME",Portland,0
38900,Metropolitan Statistical Area,Beaverton,41,05350,"Portland-Vancouver-Hillsboro, OR-WA",Portland,0
38900,Metropolitan Statistical Area,Hillsboro,41,34100,"Portland-Vancouver-Hillsboro, OR-WA",Portland,0
38900,Metropolitan Statistical Area,Portland,41,59000,"Portland-Vancouver-Hillsboro, OR-WA",Portland,1
38900,Metropolitan Statistical Area,Tigard,41,73650,"Portland-Vancouver-Hillsboro, OR-WA",Portland,0
38900,Metropolitan Statistical Area,Vancouver,53,74060,"Portland-Vancouver-Hillsboro, OR-WA",Portland,0
