CBSA Code,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,CBSA Title,CBSA First Listed City,If
21020,Micropolitan Statistical Area,Elizabeth City,37,20580,"Elizabeth City, NC",Elizabeth City,1
21060,Metropolitan Statistical Area,Elizabethtown,21,24274,"Elizabethtown-Fort Knox, KY",Elizabethtown,1
21060,Metropolitan Statistical Area,Fort Knox,21,28540,"Elizabethtown-Fort Knox, KY",Elizabethtown,0
21120,Micropolitan Statistical Area,Elk City,40,23500,"Elk City, OK",Elk City,1
21140,Metropolitan Statistical Area,Elkhart,18,20728,"Elkhart-Goshen, IN",Elkhart,1
21140,Metropolitan Statistical Area,Goshen,18,28386,"Elkhart-Goshen, IN",Elkhart,0
21180,Micropolitan Statistical Area,Elkins,54,24580,"Elkins, WV",Elkins,1
21220,Micropolitan Statistical Area,Elko,32,22500,"Elko, NV",Elko,1
21260,Micropolitan Statistical Area,Ellensburg,53,21240,"Ellensburg, WA",Ellensburg,1
21300,Metropolitan Statistical Area,Elmira,36,24229,"Elmira, NY",Elmira,1
21340,Metropolitan Statistical Area,El Paso,48,24000,"El Paso, TX",El Paso,1
21380,Micropolitan Statistical Area,Emporia,20,21275,"Emporia, KS",Emporia,1
21420,Metropolitan Statistical Area,Enid,40,23950,"Enid, OK",Enid,1
21460,Micropolitan Statistical Area,Enterprise,01,24184,"Enterprise, AL",Enterprise,1
21500,Metropolitan Statistical Area,Erie,42,24000,"Erie, PA",Erie,1
21540,Micropolitan Statistical Area,Escanaba,26,26360,"Escanaba, MI",Escanaba,1
21580,Micropolitan Statistical Area,Española,35,25170,"Española, NM",Española,1
21640,Micropolitan Statistical Area,Eufaula,01,24568,"Eufaula, AL-GA",Eufaula,1
21660,Metropolitan Statistical Area,Eugene,41,23850,"Eugene-Springfield, OR",Eugene,1
21660,Metropolitan Statistical Area,Springfield,41,69600,"Eugene-Springfield, OR",Eugene,0
21700,Micropolitan Statistical Area,Arcata,06,02476,"Eureka-Arcata, CA",Eureka,0
21700,Micropolitan Statistical Area,Eureka,06,23042,"Eureka-Arcata, CA",Eureka,1
21740,Micropolitan Statistical Area,Evanston,56,25620,"Evanston, WY",Evanston,1
21780,Metropolitan Statistical Area,Evansville,18,22000,"Evansville, IN-KY",Evansville,1
21820,Metropolitan Statistical Area,Fairbanks,02,24230,"Fairbanks, AK",Fairbanks,1
21840,Micropolitan Statistical Area,Fairfield,19,26445,"Fairfield, IA",Fairfield,1
21860,Micropolitan Statistical Area,Fairmont,27,20330,"Fairmont, MN",Fairmont,1
21900,Micropolitan Statistical Area,Fairmont,54,26452,"Fairmont, WV",Fairmont,1
21980,Micropolitan Statistical Area,Fallon,32,24100,"Fallon, NV",Fallon,1
22020,Metropolitan Statistical Area,Fargo,38,25700,"Fargo, ND-MN",Fargo,1
22060,Micropolitan Statistical Area,Faribault,27,20546,"Faribault-Northfield, MN",Faribault,1
22060,Micropolitan Statistical Area,Northfield,27,46924,"Faribault-Northfield, MN",Faribault,0
22100,Micropolitan Statistical Area,Farmington,29,23752,"Farmington, MO",Farmington,1
22140,Metropolitan Statistical Area,Farmington,35,25800,"Farmington, NM",Farmington,1
22180,Metropolitan Statistical Area,Fayetteville,37,22920,"Fayetteville, NC",Fayetteville,1
22220,Metropolitan Statistical Area,Bentonville,05,05320,"Fayetteville-Springdale-Rogers, AR",Fayetteville,0
22220,Metropolitan Statistical Area,Fayetteville,05,23290,"Fayetteville-Springdale-Rogers, AR",Fayetteville,1
22220,Metropolitan Statistical Area,Rogers,05,60410,"Fayetteville-Springdale-Rogers, AR",Fayetteville,0
22220,Metropolitan Statistical Area,Springdale,05,66080,"Fayetteville-Springdale-Rogers, AR",Fayetteville,0
22260,Micropolitan Statistical Area,Fergus Falls,27,20906,"Fergus Falls, MN",Fergus Falls,1
22280,Micropolitan Statistical Area,Fernley,32,24900,"Fernley, NV",Fernley,1
22300,Micropolitan Statistical Area,Findlay,39,27048,"Findlay, OH",Findlay,1
22340,Micropolitan Statistical Area,Fitzgerald,13,29528,"Fitzgerald, GA",Fitzgerald,1
22380,Metropolitan Statistical Area,Flagstaff,04,23620,"Flagstaff, AZ",Flagstaff,1
22420,Metropolitan Statistical Area,Flint,26,29000,"Flint, MI",Flint,1
22500,Metropolitan Statistical Area,Florence,45,25810,"Florence, SC",Florence,1
22520,Metropolitan Statistical Area,Florence,01,26896,"Florence-Muscle Shoals, AL",Florence,1
22520,Metropolitan Statistical Area,Muscle Shoals,01,53016,"Florence-Muscle Shoals, AL",Florence,0
22540,Metropolitan Statistical Area,Fond du Lac,55,26275,"Fond du Lac, WI",Fond du Lac,1
22580,Micropolitan Statistical Area,Forest City,37,24080,"Forest City, NC",Forest City,1
22620,Micropolitan Statistical Area,Forrest City,05,24430,"Forrest City, AR",Forrest City,1
22660,Metropolitan Statistical Area,Fort Collins,08,27425,"Fort Collins, CO",Fort Collins,1
22700,Micropolitan Statistical Area,Fort Dodge,19,28515,"Fort Dodge, IA",Fort Dodge,1
22780,Micropolitan Statistical Area,Fort Leonard Wood,29,25264,"Fort Leonard Wood, MO",Fort Leonard Wood,1
22800,Micropolitan Statistical Area,Fort Madison,19,28605,"Fort Madison-Keokuk, IA-IL-MO",Fort Madison,1
22800,Micropolitan Statistical Area,Keokuk,19,40845,"Fort Madison-Keokuk, IA-IL-MO",Fort Madison,0
22820,Micropolitan Statistical Area,Fort Morgan,08,27810,"Fort Morgan, CO",Fort Morgan,1
22840,Micropolitan Statistical Area,Fort Payne,01,27616,"Fort Payne, AL",Fort Payne,1
22860,Micropolitan Statistical Area,Fort Polk South,22,26757,"Fort Polk South, LA",Fort Polk South,1
22900,Metropolitan Statistical Area,Fort Smith,05,24550,"Fort Smith, AR-OK",Fort Smith,1
23060,Metropolitan Statistical Area,Fort Wayne,18,25000,"Fort Wayne, IN",Fort Wayne,1
23140,Micropolitan Statistical Area,Frankfort,18,25324,"Frankfort, IN",Frankfort,1
23180,Micropolitan Statistical Area,Frankfort,21,28900,"Frankfort, KY",Frankfort,1
23240,Micropolitan Statistical Area,Fredericksburg,48,27348,"Fredericksburg, TX",Fredericksburg,1
23300,Micropolitan Statistical Area,Freeport,17,27884,"Freeport, IL",Freeport,1
23340,Micropolitan Statistical Area,Fremont,31,17670,"Fremont, NE",Fremont,1
23380,Micropolitan Statistical Area,Fremont,39,28826,"Fremont, OH",Fremont,1
23420,Metropolitan Statistical Area,Fresno,06,27000,"Fresno, CA",Fresno,1
23460,Metropolitan Statistical Area,Gadsden,01,28696,"Gadsden, AL",Gadsden,1
23500,Micropolitan Statistical Area,Gaffney,45,28060,"Gaffney, SC",Gaffney,1
23540,Metropolitan Statistical Area,Gainesville,12,25175,"Gainesville, FL",Gainesville,1
23580,Metropolitan Statistical Area,Gainesville,13,31908,"Gainesville, GA",Gainesville,1
23620,Micropolitan Statistical Area,Gainesville,48,27984,"Gainesville, TX",Gainesville,1
23660,Micropolitan Statistical Area,Galesburg,17,28326,"Galesburg, IL",Galesburg,1
23700,Micropolitan Statistical Area,Gallup,35,28460,"Gallup, NM",Gallup,1
23780,Micropolitan Statistical Area,Garden City,20,25325,"Garden City, KS",Garden City,1
23820,Micropolitan Statistical Area,Gardnerville Ranchos,32,26500,"Gardnerville Ranchos, NV",Gardnerville Ranchos,1
23860,Micropolitan Statistical Area,Georgetown,45,28870,"Georgetown, SC",Georgetown,1
23900,Metropolitan Statistical Area,Gettysburg,42,28960,"Gettysburg, PA",Gettysburg,1
23940,Micropolitan Statistical Area,Gillette,56,31855,"Gillette, WY",Gillette,1
23980,Micropolitan Statistical Area,Glasgow,21,31114,"Glasgow, KY",Glasgow,1
24020,Metropolitan Statistical Area,Glens Falls,36,29333,"Glens Falls, NY",Glens Falls,1
24060,Micropolitan Statistical Area,Glenwood Springs,08,30780,"Glenwood Springs, CO",Glenwood Springs,1
24100,Micropolitan Statistical Area,Gloversville,36,29443,"Gloversville, NY",Gloversville,1
24140,Metropolitan Statistical Area,Goldsboro,37,26880,"Goldsboro, NC",Goldsboro,1
24180,Micropolitan Statistical Area,Granbury,48,30416,"Granbury, TX",Granbury,1
24220,Metropolitan Statistical Area,Grand Forks,38,32060,"Grand Forks, ND-MN",Grand Forks,1
24260,Metropolitan Statistical Area,Grand Island,31,19595,"Grand Island, NE",Grand Island,1
24300,Metropolitan Statistical Area,Grand Junction,08,31660,"Grand Junction, CO",Grand Junction,1
24330,Micropolitan Statistical Area,Grand Rapids,27,25118,"Grand Rapids, MN",Grand Rapids,1
24340,Metropolitan Statistical Area,Grand Rapids,26,34000,"Grand Rapids-Kentwood, MI",Grand Rapids,1
24340,Metropolitan Statistical Area,Kentwood,26,42820,"Grand Rapids-Kentwood, MI",Grand Rapids,0
24380,Micropolitan Statistical Area,Grants,35,30490,"Grants, NM",Grants,1
24420,Metropolitan Statistical Area,Grants Pass,41,30550,"Grants Pass, OR",Grants Pass,1
24460,Micropolitan Statistical Area,Great Bend,20,28300,"Great Bend, KS",Great Bend,1
24500,Metropolitan Statistical Area,Great Falls,30,32800,"Great Falls, MT",Great Falls,1
24540,Metropolitan Statistical Area,Greeley,08,32155,"Greeley, CO",Greeley,1
24580,Metropolitan Statistical Area,Green Bay,55,31000,"Green Bay, WI",Green Bay,1
24620,Micropolitan Statistical Area,Greeneville,47,30980,"Greeneville, TN",Greeneville,1
24660,Metropolitan Statistical Area,Greensboro,37,28000,"Greensboro-High Point, NC",Greensboro,1
24660,Metropolitan Statistical Area,High Point,37,31400,"Greensboro-High Point, NC",Greensboro,0
24700,Micropolitan Statistical Area,Greensburg,18,29718,"Greensburg, IN",Greensburg,1
24740,Micropolitan Statistical Area,Greenville,28,29180,"Greenville, MS",Greenville,1
24780,Metropolitan Statistical Area,Greenville,37,28080,"Greenville, NC",Greenville,1
24820,Micropolitan Statistical Area,Greenville,39,32340,"Greenville, OH",Greenville,1
24860,Metropolitan Statistical Area,Anderson,45,01360,"Greenville-Anderson, SC",Greenville,0
24860,Metropolitan Statistical Area,Greenville,45,30850,"Greenville-Anderson, SC",Greenville,1
24900,Micropolitan Statistical Area,Greenwood,28,29340,"Greenwood, MS",Greenwood,1
24940,Micropolitan Statistical Area,Greenwood,45,30895,"Greenwood, SC",Greenwood,1
24980,Micropolitan Statistical Area,Grenada,28,29460,"Grenada, MS",Grenada,1
25020,Metropolitan Statistical Area,Guayama,72,32221,"Guayama, PR",Guayama,1
25060,Metropolitan Statistical Area,Biloxi,28,06220,"Gulfport-Biloxi, MS",Gulfport,0
25060,Metropolitan Statistical Area,Gulfport,28,29700,"Gulfport-Biloxi, MS",Gulfport,1
25100,Micropolitan Statistical Area,Guymon,40,31750,"Guymon, OK",Guymon,1
25180,Metropolitan Statistical Area,Hagerstown,24,36075,"Hagerstown-Martinsburg, MD-WV",Hagerstown,1
25180,Metropolitan Statistical Area,Martinsburg,54,52060,"Hagerstown-Martinsburg, MD-WV",Hagerstown,0
25200,Micropolitan Statistical Area,Hailey,16,34390,"Hailey, ID",Hailey,1
25220,Metropolitan Statistical Area,Hammond,22,32755,"Hammond, LA",Hammond,1
25260,Metropolitan Statistical Area,Corcoran,06,16224,"Hanford-Corcoran, CA",Hanford,0
25260,Metropolitan Statistical Area,Hanford,06,31960,"Hanford-Corcoran, CA",Hanford,1
25300,Micropolitan Statistical Area,Hannibal,29,30214,"Hannibal, MO",Hannibal,1
25420,Metropolitan Statistical Area,Carlisle,42,11272,"Harrisburg-Carlisle, PA",Harrisburg,0
25420,Metropolitan Statistical Area,Harrisburg,42,32800,"Harrisburg-Carlisle, PA",Harrisburg,1
25460,Micropolitan Statistical Area,Harrison,05,30460,"Harrison, AR",Harrison,1
25500,Metropolitan Statistical Area,Harrisonburg,51,35624,"Harrisonburg, VA",Harrisonburg,1
25540,Metropolitan Statistical Area,East Hartford,09,22700,"Hartford-East Hartford-Middletown, CT",Hartford,0
25540,Metropolitan Statistical Area,Hartford,09,37000,"Hartford-East Hartford-Middletown, CT",Hartford,1
25540,Metropolitan Statistical Area,Middletown,09,47290,"Hartford-East Hartford-Middletown, CT",Hartford,0
25580,Micropolitan Statistical Area,Hastings,31,21415,"Hastings, NE",Hastings,1
25620,Metropolitan Statistical Area,Hattiesburg,28,31020,"Hattiesburg, MS",Hattiesburg,1
25700,Micropolitan Statistical Area,Hays,20,31100,"Hays, KS",Hays,1
25720,Micropolitan Statistical Area,Heber,49,34200,"Heber, UT",Heber,1
25740,Micropolitan Statistical Area,Helena,30,35600,"Helena, MT",Helena,1
25760,Micropolitan Statistical Area,Helena-West Helena,05,31190,"Helena-West Helena, AR",Helena-West Helena,1
25780,Micropolitan Statistical Area,Henderson,37,30660,"Henderson, NC",Henderson,1
25820,Micropolitan Statistical Area,Hereford,48,33320,"Hereford, TX",Hereford,1
25840,Micropolitan Statistical Area,Hermiston,41,33700,"Hermiston-Pendleton, OR",Hermiston,1
25840,Micropolitan Statistical Area,Pendleton,41,57150,"Hermiston-Pendleton, OR",Hermiston,0
25860,Metropolitan Statistical Area,Hickory,37,31060,"Hickory-Lenoir-Morganton, NC",Hickory,1
25860,Metropolitan Statistical Area,Lenoir,37,37760,"Hickory-Lenoir-Morganton, NC",Hickory,0
25860,Metropolitan Statistical Area,Morganton,37,44400,"Hickory-Lenoir-Morganton, NC",Hickory,0
25880,Micropolitan Statistical Area,Hillsdale,26,38460,"Hillsdale, MI",Hillsdale,1
25900,Micropolitan Statistical Area,Hilo,15,14650,"Hilo, HI",Hilo,1
25940,Metropolitan Statistical Area,Bluffton,45,07210,"Hilton Head Island-Bluffton, SC",Hilton Head Island,0
25940,Metropolitan Statistical Area,Hilton Head Island,45,34045,"Hilton Head Island-Bluffton, SC",Hilton Head Island,1
25980,Metropolitan Statistical Area,Hinesville,13,38964,"Hinesville, GA",Hinesville,1
26020,Micropolitan Statistical Area,Hobbs,35,32520,"Hobbs, NM",Hobbs,1
26090,Micropolitan Statistical Area,Holland,26,38640,"Holland, MI",Holland,1
26140,Metropolitan Statistical Area,Homosassa Springs,12,32400,"Homosassa Springs, FL",Homosassa Springs,1
26220,Micropolitan Statistical Area,Hood River,41,34900,"Hood River, OR",Hood River,1
26260,Micropolitan Statistical Area,Hope,05,33190,"Hope, AR",Hope,1
26300,Metropolitan Statistical Area,Hot Springs,05,33400,"Hot Springs, AR",Hot Springs,1
26340,Micropolitan Statistical Area,Houghton,26,39360,"Houghton, MI",Houghton,1
26380,Metropolitan Statistical Area,Houma,22,36255,"Houma-Thibodaux, LA",Houma,1
26380,Metropolitan Statistical Area,Thibodaux,22,75425,"Houma-Thibodaux, LA",Houma,0
26420,Metropolitan Statistical Area,Baytown,48,06128,"Houston-The Woodlands-Sugar Land, TX",Houston,0
26420,Metropolitan Statistical Area,Conroe,48,16432,"Houston-The Woodlands-Sugar Land, TX",Houston,0
26420,Metropolitan Statistical Area,Galveston,48,28068,"Houston-The Woodlands-Sugar Land, TX",Houston,0
26420,Metropolitan Statistical Area,Houston,48,35000,"Houston-The Woodlands-Sugar Land, TX",Houston,1
26420,Metropolitan Statistical Area,Sugar Land,48,70808,"Houston-The Woodlands-Sugar Land, TX",Houston,0
26420,Metropolitan Statistical Area,The Woodlands,48,72656,"Houston-The Woodlands-Sugar Land, TX",Houston,0
26460,Micropolitan Statistical Area,Hudson,36,35969,"Hudson, NY",Hudson,1
26500,Micropolitan Statistical Area,Huntingdon,42,36368,"Huntingdon, PA",Huntingdon,1
26540,Micropolitan Statistical Area,Huntington,18,35302,"Huntington, IN",Huntington,1
26580,Metropolitan Statistical Area,Ashland,21,02368,"Huntington-Ashland, WV-KY-OH",Huntington,0
26580,Metropolitan Statistical Area,Huntington,54,39460,"Huntington-Ashland, WV-KY-OH",Huntington,1
26620,Metropolitan Statistical Area,Huntsville,01,37000,"Huntsville, AL",Huntsville,1
26660,Micropolitan Statistical Area,Huntsville,48,35528,"Huntsville, TX",Huntsville,1
26700,Micropolitan Statistical Area,Huron,46,31060,"Huron, SD",Huron,1
26740,Micropolitan Statistical Area,Hutchinson,20,33625,"Hutchinson, KS",Hutchinson,1
26780,Micropolitan Statistical Area,Hutchinson,27,30644,"Hutchinson, MN",Hutchinson,1
26820,Metropolitan Statistical Area,Idaho Falls,16,39700,"Idaho Falls, ID",Idaho Falls,1
26860,Micropolitan Statistical Area,Indiana,42,36816,"Indiana, PA",Indiana,1
26900,Metropolitan Statistical Area,Anderson,18,01468,"Indianapolis-Carmel-Anderson, IN",Indianapolis,0
26900,Metropolitan Statistical Area,Carmel,18,10342,"Indianapolis-Carmel-Anderson, IN",Indianapolis,0
26900,Metropolitan Statistical Area,Indianapolis city (balance),18,36003,"Indianapolis-Carmel-Anderson, IN",Indianapolis,0
26940,Micropolitan Statistical Area,Indianola,28,34740,"Indianola, MS",Indianola,1
26980,Metropolitan Statistical Area,Iowa City,19,38595,"Iowa City, IA",Iowa City,1
27020,Micropolitan Statistical Area,Iron Mountain,26,40960,"Iron Mountain, MI-WI",Iron Mountain,1
27060,Metropolitan Statistical Area,Ithaca,36,38077,"Ithaca, NY",Ithaca,1
27100,Metropolitan Statistical Area,Jackson,26,41420,"Jackson, MI",Jackson,1
27140,Metropolitan Statistical Area,Jackson,28,36000,"Jackson, MS",Jackson,1
27160,Micropolitan Statistical Area,Jackson,39,37842,"Jackson, OH",Jackson,1
27180,Metropolitan Statistical Area,Jackson,47,37640,"Jackson, TN",Jackson,1
27220,Micropolitan Statistical Area,Jackson,56,40120,"Jackson, WY-ID",Jackson,1
27260,Metropolitan Statistical Area,Jacksonville,12,35000,"Jacksonville, FL",Jacksonville,1
27300,Micropolitan Statistical Area,Jacksonville,17,38115,"Jacksonville, IL",Jacksonville,1
27340,Metropolitan Statistical Area,Jacksonville,37,34200,"Jacksonville, NC",Jacksonville,1
27380,Micropolitan Statistical Area,Jacksonville,48,37216,"Jacksonville, TX",Jacksonville,1
27420,Micropolitan Statistical Area,Jamestown,38,40580,"Jamestown, ND",Jamestown,1
27460,Micropolitan Statistical Area,Dunkirk,36,21105,"Jamestown-Dunkirk-Fredonia, NY",Jamestown,0
27460,Micropolitan Statistical Area,Fredonia,36,27419,"Jamestown-Dunkirk-Fredonia, NY",Jamestown,0
27460,Micropolitan Statistical Area,Jamestown,36,38264,"Jamestown-Dunkirk-Fredonia, NY",Jamestown,1
27500,Metropolitan Statistical Area,Beloit,55,06500,"Janesville-Beloit, WI",Janesville,0
27500,Metropolitan Statistical Area,Janesville,55,37825,"Janesville-Beloit, WI",Janesville,1
27530,Micropolitan Statistical Area,Jasper,01,38416,"Jasper, AL",Jasper,1
27540,Micropolitan Statistical Area,Jasper,18,37782,"Jasper, IN",Jasper,1
27580,Micropolitan Statistical Area,Jayuya,72,38370,"Jayuya, PR",Jayuya,1
27600,Micropolitan Statistical Area,Jefferson,13,41988,"Jefferson, GA",Jefferson,1
27620,Metropolitan Statistical Area,Jefferson City,29,37000,"Jefferson City, MO",Jefferson City,1
27660,Micropolitan Statistical Area,Jennings,22,38355,"Jennings, LA",Jennings,1
27700,Micropolitan Statistical Area,Jesup,13,42268,"Jesup, GA",Jesup,1
27740,Metropolitan Statistical Area,Johnson City,47,38320,"Johnson City, TN",Johnson City,1
27780,Metropolitan Statistical Area,Johnstown,42,38288,"Johnstown, PA",Johnstown,1
27860,Metropolitan Statistical Area,Jonesboro,05,35710,"Jonesboro, AR",Jonesboro,1
27900,Metropolitan Statistical Area,Joplin,29,37592,"Joplin, MO",Joplin,1
27940,Micropolitan Statistical Area,Juneau,02,36400,"Juneau, AK",Juneau,1
27980,Metropolitan Statistical Area,Kahului,15,22700,"Kahului-Wailuku-Lahaina, HI",Kahului,1
27980,Metropolitan Statistical Area,Lahaina,15,42950,"Kahului-Wailuku-Lahaina, HI",Kahului,0
27980,Metropolitan Statistical Area,Wailuku,15,77450,"Kahului-Wailuku-Lahaina, HI",Kahului,0
28020,Metropolitan Statistical Area,Kalamazoo,26,42160,"Kalamazoo-Portage, MI",Kalamazoo,1
28020,Metropolitan Statistical Area,Portage,26,65560,"Kalamazoo-Portage, MI",Kalamazoo,0
28060,Micropolitan Statistical Area,Kalispell,30,40075,"Kalispell, MT",Kalispell,1
28100,Metropolitan Statistical Area,Kankakee,17,38934,"Kankakee, IL",Kankakee,1
28140,Metropolitan Statistical Area,Kansas City,20,36000,"Kansas City, MO-KS",Kansas City,1
28140,Metropolitan Statistical Area,Lenexa,20,39350,"Kansas City, MO-KS",Kansas City,0
28140,Metropolitan Statistical Area,Overland Park,20,53775,"Kansas City, MO-KS",Kansas City,0
28140,Metropolitan Statistical Area,Kansas City,29,38000,"Kansas City, MO-KS",Kansas City,1
28180,Micropolitan Statistical Area,Kapaa,15,28850,"Kapaa, HI",Kapaa,1
28260,Micropolitan Statistical Area,Kearney,31,25055,"Kearney, NE",Kearney,1
28300,Micropolitan Statistical Area,Keene,33,39300,"Keene, NH",Keene,1
28340,Micropolitan Statistical Area,Kendallville,18,39402,"Kendallville, IN",Kendallville,1
28380,Micropolitan Statistical Area,Kennett,29,38306,"Kennett, MO",Kennett,1
28420,Metropolitan Statistical Area,Kennewick,53,35275,"Kennewick-Richland, WA",Kennewick,1
28420,Metropolitan Statistical Area,Richland,53,58235,"Kennewick-Richland, WA",Kennewick,0
28500,Micropolitan Statistical Area,Kerrville,48,39040,"Kerrville, TX",Kerrville,1
28540,Micropolitan Statistical Area,Ketchikan,02,38970,"Ketchikan, AK",Ketchikan,1
28580,Micropolitan Statistical Area,Key West,12,36550,"Key West, FL",Key West,1
28620,Micropolitan Statistical Area,Kill Devil Hills,37,35720,"Kill Devil Hills, NC",Kill Devil Hills,1
28660,Metropolitan Statistical Area,Killeen,48,39148,"Killeen-Temple, TX",Killeen,1
28660,Metropolitan Statistical Area,Temple,48,72176,"Killeen-Temple, TX",Killeen,0
28700,Metropolitan Statistical Area,Bristol,47,08540,"Kingsport-Bristol, TN-VA",Kingsport,0
28700,Metropolitan Statistical Area,Kingsport,47,39560,"Kingsport-Bristol, TN-VA",Kingsport,1
28740,Metropolitan Statistical Area,Kingston,36,39727,"Kingston, NY",Kingston,1
28780,Micropolitan Statistical Area,Kingsville,48,39352,"Kingsville, TX",Kingsville,1
28820,Micropolitan Statistical Area,Kinston,37,35920,"Kinston, NC",Kinston,1
28860,Micropolitan Statistical Area,Kirksville,29,39026,"Kirksville, MO",Kirksville,1
28900,Micropolitan Statistical Area,Klamath Falls,41,39700,"Klamath Falls, OR",Klamath Falls,1
28940,Metropolitan Statistical Area,Knoxville,47,40000,"Knoxville, TN",Knoxville,1
29020,Metropolitan Statistical Area,Kokomo,18,40392,"Kokomo, IN",Kokomo,1
29060,Micropolitan Statistical Area,Laconia,33,40180,"Laconia, NH",Laconia,1
29100,Metropolitan Statistical Area,La Crosse,55,40775,"La Crosse-Onalaska, WI-MN",La Crosse,1
29100,Metropolitan Statistical Area,Onalaska,55,59925,"La Crosse-Onalaska, WI-MN",La Crosse,0
29180,Metropolitan Statistical Area,Lafayette,22,40735,"Lafayette, LA",Lafayette,1
29200,Metropolitan Statistical Area,Lafayette,18,40788,"Lafayette-West Lafayette, IN",Lafayette,1
29200,Metropolitan Statistical Area,West Lafayette,18,82862,"Lafayette-West Lafayette, IN",Lafayette,0
29260,Micropolitan Statistical Area,La Grande,41,40350,"La Grande, OR",La Grande,1
29300,Micropolitan Statistical Area,LaGrange,13,44340,"LaGrange, GA-AL",LaGrange,1
29340,Metropolitan Statistical Area,Lake Charles,22,41155,"Lake Charles, LA",Lake Charles,1
29380,Micropolitan Statistical Area,Lake City,12,37775,"Lake City, FL",Lake City,1
29420,Metropolitan Statistical Area,Kingman,04,37620,"Lake Havasu City-Kingman, AZ",Lake Havasu City,0
29420,Metropolitan Statistical Area,Lake Havasu City,04,39370,"Lake Havasu City-Kingman, AZ",Lake Havasu City,1
29460,Metropolitan Statistical Area,Lakeland,12,38250,"Lakeland-Winter Haven, FL",Lakeland,1
29460,Metropolitan Statistical Area,Winter Haven,12,78275,"Lakeland-Winter Haven, FL",Lakeland,0
29500,Micropolitan Statistical Area,Lamesa,48,41164,"Lamesa, TX",Lamesa,1
29540,Metropolitan Statistical Area,Lancaster,42,41216,"Lancaster, PA",Lancaster,1
29620,Metropolitan Statistical Area,East Lansing,26,24120,"Lansing-East Lansing, MI",Lansing,0
29620,Metropolitan Statistical Area,Lansing,26,46000,"Lansing-East Lansing, MI",Lansing,1
29660,Micropolitan Statistical Area,Laramie,56,45050,"Laramie, WY",Laramie,1
29700,Metropolitan Statistical Area,Laredo,48,41464,"Laredo, TX",Laredo,1
29740,Metropolitan Statistical Area,Las Cruces,35,39380,"Las Cruces, NM",Las Cruces,1
29780,Micropolitan Statistical Area,Las Vegas,35,39940,"Las Vegas, NM",Las Vegas,1
29820,Metropolitan Statistical Area,Henderson,32,31900,"Las Vegas-Henderson-Paradise, NV",Las Vegas,0
29820,Metropolitan Statistical Area,Las Vegas,32,40000,"Las Vegas-Henderson-Paradise, NV",Las Vegas,1
29820,Metropolitan Statistical Area,Paradise,32,54600,"Las Vegas-Henderson-Paradise, NV",Las Vegas,0
29860,Micropolitan Statistical Area,Laurel,28,39640,"Laurel, MS",Laurel,1
29900,Micropolitan Statistical Area,Laurinburg,37,37220,"Laurinburg, NC",Laurinburg,1
29940,Metropolitan Statistical Area,Lawrence,20,38900,"Lawrence, KS",Lawrence,1
29980,Micropolitan Statistical Area,Lawrenceburg,47,41340,"Lawrenceburg, TN",Lawrenceburg,1
30020,Metropolitan Statistical Area,Lawton,40,41850,"Lawton, OK",Lawton,1
30060,Micropolitan Statistical Area,Lebanon,29,41168,"Lebanon, MO",Lebanon,1
30100,Micropolitan Statistical Area,Lebanon,33,41300,"Lebanon, NH-VT",Lebanon,1
30140,Metropolitan Statistical Area,Lebanon,42,42168,"Lebanon, PA",Lebanon,1
30220,Micropolitan Statistical Area,Levelland,48,42448,"Levelland, TX",Levelland,1
30260,Micropolitan Statistical Area,Lewisburg,42,42976,"Lewisburg, PA",Lewisburg,1
30280,Micropolitan Statistical Area,Lewisburg,47,41860,"Lewisburg, TN",Lewisburg,1
30300,Metropolitan Statistical Area,Lewiston,16,46540,"Lewiston, ID-WA",Lewiston,1
30340,Metropolitan Statistical Area,Auburn,23,02060,"Lewiston-Auburn, ME",Lewiston,0
30340,Metropolitan Statistical Area,Lewiston,23,38740,"Lewiston-Auburn, ME",Lewiston,1
30380,Micropolitan Statistical Area,Lewistown,42,43000,"Lewistown, PA",Lewistown,1
30420,Micropolitan Statistical Area,Lexington,31,26910,"Lexington, NE",Lexington,1
30460,Metropolitan Statistical Area,Lexington,21,46027,"Lexington-Fayette, KY",Lexington,1
30580,Micropolitan Statistical Area,Liberal,20,39825,"Liberal, KS",Liberal,1
30620,Metropolitan Statistical Area,Lima,39,43554,"Lima, OH",Lima,1
30660,Micropolitan Statistical Area,Lincoln,17,43536,"Lincoln, IL",Lincoln,1
30700,Metropolitan Statistical Area,Lincoln,31,28000,"Lincoln, NE",Lincoln,1
30780,Metropolitan Statistical Area,Conway,05,15190,"Little Rock-North Little Rock-Conway, AR",Little Rock,0
30780,Metropolitan Statistical Area,Little Rock,05,41000,"Little Rock-North Little Rock-Conway, AR",Little Rock,1
30780,Metropolitan Statistical Area,North Little Rock,05,50450,"Little Rock-North Little Rock-Conway, AR",Little Rock,0
30820,Micropolitan Statistical Area,Lock Haven,42,44128,"Lock Haven, PA",Lock Haven,1
30860,Metropolitan Statistical Area,Logan,49,45860,"Logan, UT-ID",Logan,1
30900,Micropolitan Statistical Area,Logansport,18,44658,"Logansport, IN",Logansport,1
30940,Micropolitan Statistical Area,London,21,47476,"London, KY",London,1
30980,Metropolitan Statistical Area,Longview,48,43888,"Longview, TX",Longview,1
