fips,state,county,place,place_name,county_name,place_pop_2010,county_pop_2010
39035,39,35,83622,Westlake city,Cuyahoga County,32729,1269455
39035,39,35,86394,Woodmere village,Cuyahoga County,884,1269455
39035,39,35,99990,Balance of Cuyahoga County,Cuyahoga County,13633,1269455
39035,39,35,0,Bay Village city,Cuyahoga County,15651,1269455
39035,39,35,4416,Bay Village city,Cuyahoga County,15651,1269455
39035,39,35,0,Beachwood city,Cuyahoga County,11953,1269455
39035,39,35,4500,Beachwood city,Cuyahoga County,11953,1269455
39035,39,35,0,Bedford city,Cuyahoga County,13074,1269455
39035,39,35,4878,Bedford city,Cuyahoga County,13074,1269455
39035,39,35,0,Bedford Heights city,Cuyahoga County,10751,1269455
39035,39,35,4920,Bedford Heights city,Cuyahoga County,10751,1269455
39035,39,35,0,Bentleyville village,Cuyahoga County,864,1269455
39035,39,35,5550,Bentleyville village,Cuyahoga County,864,1269455
39035,39,35,0,Berea city,Cuyahoga County,19093,1269455
39035,39,35,5690,Berea city,Cuyahoga County,19093,1269455
39035,39,35,0,Bratenahl village,Cuyahoga County,1197,1269455
39035,39,35,8336,Bratenahl village,Cuyahoga County,1197,1269455
39035,39,35,0,Brecksville city,Cuyahoga County,13656,1269455
39035,39,35,8364,Brecksville city,Cuyahoga County,13656,1269455
39035,39,35,0,Broadview Heights city,Cuyahoga County,19400,1269455
39035,39,35,9064,Broadview Heights city,Cuyahoga County,19400,1269455
39035,39,35,0,Brooklyn city,Cuyahoga County,11169,1269455
39035,39,35,9246,Brooklyn city,Cuyahoga County,11169,1269455
39035,39,35,0,Brooklyn Heights village,Cuyahoga County,1543,1269455
39035,39,35,9274,Brooklyn Heights village,Cuyahoga County,1543,1269455
39035,39,35,0,Brook Park city,Cuyahoga County,19212,1269455
39035,39,35,9288,Brook Park city,Cuyahoga County,19212,1269455
39035,39,35,0,Chagrin Falls township,Cuyahoga County,4233,1269455
39035,39,35,13358,Chagrin Falls village,Cuyahoga County,4113,1269455
39035,39,35,99990,Balance of Chagrin Falls township,Cuyahoga County,120,1269455
39035,39,35,0,Cleveland city,Cuyahoga County,396815,1269455
39035,39,35,16000,Cleveland city,Cuyahoga County,396815,1269455
39035,39,35,0,Cleveland Heights city,Cuyahoga County,46121,1269455
39035,39,35,16014,Cleveland Heights city,Cuyahoga County,46121,1269455
39035,39,35,0,Cuyahoga Heights village,Cuyahoga County,638,1269455
39035,39,35,19806,Cuyahoga Heights village,Cuyahoga County,638,1269455
39035,39,35,0,East Cleveland city,Cuyahoga County,17843,1269455
39035,39,35,23380,East Cleveland city,Cuyahoga County,17843,1269455
39035,39,35,0,Euclid city,Cuyahoga County,48920,1269455
39035,39,35,25704,Euclid city,Cuyahoga County,48920,1269455
39035,39,35,0,Fairview Park city,Cuyahoga County,16826,1269455
39035,39,35,26446,Fairview Park city,Cuyahoga County,16826,1269455
39035,39,35,0,Garfield Heights city,Cuyahoga County,28849,1269455
39035,39,35,29428,Garfield Heights city,Cuyahoga County,28849,1269455
39035,39,35,0,Gates Mills village,Cuyahoga County,2270,1269455
39035,39,35,29498,Gates Mills village,Cuyahoga County,2270,1269455
39035,39,35,0,Glenwillow village,Cuyahoga County,923,1269455
39035,39,35,30632,Glenwillow village,Cuyahoga County,923,1269455
39035,39,35,0,Highland Heights city,Cuyahoga County,8345,1269455
39035,39,35,35252,Highland Heights city,Cuyahoga County,8345,1269455
39035,39,35,0,Highland Hills village,Cuyahoga County,1130,1269455
39035,39,35,35255,Highland Hills village,Cuyahoga County,1130,1269455
39035,39,35,0,Hunting Valley village,Cuyahoga County,589,1269455
39035,39,35,36918,Hunting Valley village (pt.),Cuyahoga County,589,1269455
39035,39,35,0,Independence city,Cuyahoga County,7133,1269455
39035,39,35,37240,Independence city,Cuyahoga County,7133,1269455
39035,39,35,0,Lakewood city,Cuyahoga County,52131,1269455
39035,39,35,41664,Lakewood city,Cuyahoga County,52131,1269455
39035,39,35,0,Linndale village,Cuyahoga County,179,1269455
39035,39,35,43918,Linndale village,Cuyahoga County,179,1269455
39035,39,35,0,Lyndhurst city,Cuyahoga County,14001,1269455
39035,39,35,45556,Lyndhurst city,Cuyahoga County,14001,1269455
39035,39,35,0,Maple Heights city,Cuyahoga County,23138,1269455
39035,39,35,47306,Maple Heights city,Cuyahoga County,23138,1269455
39035,39,35,0,Mayfield village,Cuyahoga County,3460,1269455
39035,39,35,48468,Mayfield village,Cuyahoga County,3460,1269455
39035,39,35,0,Mayfield Heights city,Cuyahoga County,19155,1269455
39035,39,35,48482,Mayfield Heights city,Cuyahoga County,19155,1269455
39035,39,35,0,Middleburg Heights city,Cuyahoga County,15946,1269455
39035,39,35,49644,Middleburg Heights city,Cuyahoga County,15946,1269455
39035,39,35,0,Moreland Hills village,Cuyahoga County,3320,1269455
39035,39,35,52052,Moreland Hills village,Cuyahoga County,3320,1269455
39035,39,35,0,Newburgh Heights village,Cuyahoga County,2167,1269455
39035,39,35,54250,Newburgh Heights village,Cuyahoga County,2167,1269455
39035,39,35,0,North Olmsted city,Cuyahoga County,32718,1269455
39035,39,35,56882,North Olmsted city,Cuyahoga County,32718,1269455
39035,39,35,0,North Randall village,Cuyahoga County,1027,1269455
39035,39,35,56924,North Randall village,Cuyahoga County,1027,1269455
39035,39,35,0,North Royalton city,Cuyahoga County,30444,1269455
39035,39,35,57008,North Royalton city,Cuyahoga County,30444,1269455
39035,39,35,0,Oakwood village,Cuyahoga County,3667,1269455
39035,39,35,57750,Oakwood village,Cuyahoga County,3667,1269455
39035,39,35,0,Olmsted township,Cuyahoga County,13513,1269455
39035,39,35,0,Olmsted Falls city,Cuyahoga County,9024,1269455
39035,39,35,58422,Olmsted Falls city,Cuyahoga County,9024,1269455
39035,39,35,0,Orange village,Cuyahoga County,3323,1269455
39035,39,35,58604,Orange village,Cuyahoga County,3323,1269455
39035,39,35,0,Parma city,Cuyahoga County,81601,1269455
39035,39,35,61000,Parma city,Cuyahoga County,81601,1269455
39035,39,35,0,Parma Heights city,Cuyahoga County,20718,1269455
39035,39,35,61028,Parma Heights city,Cuyahoga County,20718,1269455
39035,39,35,0,Pepper Pike city,Cuyahoga County,5979,1269455
39035,39,35,61686,Pepper Pike city,Cuyahoga County,5979,1269455
39035,39,35,0,Richmond Heights city,Cuyahoga County,10546,1269455
39035,39,35,66894,Richmond Heights city,Cuyahoga County,10546,1269455
39035,39,35,0,Rocky River city,Cuyahoga County,20213,1269455
39035,39,35,68056,Rocky River city,Cuyahoga County,20213,1269455
39035,39,35,0,Seven Hills city,Cuyahoga County,11804,1269455
39035,39,35,71416,Seven Hills city,Cuyahoga County,11804,1269455
39035,39,35,0,Shaker Heights city,Cuyahoga County,28448,1269455
39035,39,35,71682,Shaker Heights city,Cuyahoga County,28448,1269455
39035,39,35,0,Solon city,Cuyahoga County,23348,1269455
39035,39,35,72928,Solon city,Cuyahoga County,23348,1269455
39035,39,35,0,South Euclid city,Cuyahoga County,22295,1269455
39035,39,35,73264,South Euclid city,Cuyahoga County,22295,1269455
39035,39,35,0,Strongsville city,Cuyahoga County,44750,1269455
39035,39,35,75098,Strongsville city,Cuyahoga County,44750,1269455
39035,39,35,0,University Heights city,Cuyahoga County,13539,1269455
39035,39,35,78932,University Heights city,Cuyahoga County,13539,1269455
39035,39,35,0,Valley View village,Cuyahoga County,2034,1269455
39035,39,35,79268,Valley View village,Cuyahoga County,2034,1269455
39035,39,35,0,Walton Hills village,Cuyahoga County,2281,1269455
39035,39,35,80738,Walton Hills village,Cuyahoga County,2281,1269455
39035,39,35,0,Warrensville Heights city,Cuyahoga County,13542,1269455
39035,39,35,80990,Warrensville Heights city,Cuyahoga County,13542,1269455
39035,39,35,0,Westlake city,Cuyahoga County,32729,1269455
39035,39,35,83622,Westlake city,Cuyahoga County,32729,1269455
39035,39,35,0,Woodmere village,Cuyahoga County,884,1269455
39035,39,35,86394,Woodmere village,Cuyahoga County,884,1269455
39037,39,37,0,Darke County,Darke County,52959,51882
39037,39,37,2120,Ansonia village,Darke County,1174,51882
39037,39,37,2330,Arcanum village,Darke County,2129,51882
39037,39,37,8084,Bradford village (pt.),Darke County,765,51882
39037,39,37,10296,Burkettsville village (pt.),Darke County,74,51882
39037,39,37,12504,Castine village,Darke County,130,51882
39037,39,37,29974,Gettysburg village,Darke County,513,51882
39037,39,37,30912,Gordon village,Darke County,212,51882
39037,39,37,32340,Greenville city,Darke County,13227,51882
39037,39,37,35896,Hollansburg village,Darke County,227,51882
39037,39,37,37604,Ithaca village,Darke County,136,51882
39037,39,37,54978,New Madison village,Darke County,892,51882
39037,39,37,55818,New Weston village,Darke County,136,51882
39037,39,37,57064,North Star village,Darke County,236,51882
39037,39,37,58912,Osgood village,Darke County,302,51882
39037,39,37,59598,Palestine village,Darke County,200,51882
39037,39,37,62890,Pitsburg village,Darke County,388,51882
39037,39,37,68672,Rossburg village,Darke County,201,51882
39037,39,37,78624,Union City village,Darke County,1666,51882
39037,39,37,79912,Versailles village,Darke County,2687,51882
39037,39,37,82348,Wayne Lakes village,Darke County,718,51882
39037,39,37,87164,Yorkshire village,Darke County,96,51882
39037,39,37,99990,Balance of Darke County,Darke County,26850,51882
39037,39,37,0,Adams township,Darke County,3441,51882
39037,39,37,8084,Bradford village (pt.),Darke County,765,51882
39037,39,37,29974,Gettysburg village,Darke County,513,51882
39037,39,37,99990,Balance of Adams township,Darke County,2163,51882
39037,39,37,0,Allen township,Darke County,1098,51882
39037,39,37,10296,Burkettsville village (pt.),Darke County,74,51882
39037,39,37,55818,New Weston village,Darke County,136,51882
39037,39,37,68672,Rossburg village,Darke County,201,51882
39037,39,37,99990,Balance of Allen township,Darke County,687,51882
39037,39,37,0,Brown township,Darke County,2073,51882
39037,39,37,2120,Ansonia village,Darke County,1174,51882
39037,39,37,99990,Balance of Brown township,Darke County,899,51882
39037,39,37,0,Butler township,Darke County,1535,51882
39037,39,37,12504,Castine village,Darke County,130,51882
39037,39,37,54978,New Madison village (pt.),Darke County,192,51882
39037,39,37,99990,Balance of Butler township,Darke County,1213,51882
39037,39,37,0,Franklin township,Darke County,1241,51882
39037,39,37,0,Greenville township,Darke County,17613,51882
39037,39,37,32340,Greenville city,Darke County,13227,51882
39037,39,37,99990,Balance of Greenville township,Darke County,4386,51882
39037,39,37,0,Harrison township,Darke County,2255,51882
39037,39,37,35896,Hollansburg village,Darke County,227,51882
39037,39,37,54978,New Madison village (pt.),Darke County,700,51882
39037,39,37,99990,Balance of Harrison township,Darke County,1328,51882
39037,39,37,0,Jackson township,Darke County,2876,51882
39037,39,37,78624,Union City village,Darke County,1666,51882
39037,39,37,99990,Balance of Jackson township,Darke County,1210,51882
39037,39,37,0,Liberty township,Darke County,1071,51882
39037,39,37,59598,Palestine village,Darke County,200,51882
39037,39,37,99990,Balance of Liberty township,Darke County,871,51882
39037,39,37,0,Mississinawa township,Darke County,752,51882
39037,39,37,0,Monroe township,Darke County,1735,51882
39037,39,37,62890,Pitsburg village,Darke County,388,51882
39037,39,37,99990,Balance of Monroe township,Darke County,1347,51882
39037,39,37,0,Neave township,Darke County,2330,51882
39037,39,37,82348,Wayne Lakes village,Darke County,718,51882
39037,39,37,99990,Balance of Neave township,Darke County,1612,51882
39037,39,37,0,Patterson township,Darke County,1365,51882
39037,39,37,58912,Osgood village,Darke County,302,51882
39037,39,37,87164,Yorkshire village,Darke County,96,51882
39037,39,37,99990,Balance of Patterson township,Darke County,967,51882
39037,39,37,0,Richland township,Darke County,841,51882
39037,39,37,0,Twin township,Darke County,4060,51882
39037,39,37,2330,Arcanum village,Darke County,2125,51882
39037,39,37,30912,Gordon village,Darke County,212,51882
39037,39,37,37604,Ithaca village,Darke County,136,51882
39037,39,37,99990,Balance of Twin township,Darke County,1587,51882
39037,39,37,0,Van Buren township,Darke County,1469,51882
39037,39,37,0,Wabash township,Darke County,887,51882
39037,39,37,57064,North Star village,Darke County,236,51882
39037,39,37,99990,Balance of Wabash township,Darke County,651,51882
39037,39,37,0,Washington township,Darke County,1325,51882
39037,39,37,0,Wayne township,Darke County,4489,51882
39037,39,37,79912,Versailles village,Darke County,2687,51882
39037,39,37,99990,Balance of Wayne township,Darke County,1802,51882
39037,39,37,0,York township,Darke County,503,51882
39039,39,39,0,Defiance County,Defiance County,39037,38193
39039,39,39,21308,Defiance city,Defiance County,16494,38193
39039,39,39,35098,Hicksville village,Defiance County,3581,38193
39039,39,39,55874,Ney village,Defiance County,354,38193
39039,39,39,72256,Sherwood village,Defiance County,827,38193
39039,39,39,99990,Balance of Defiance County,Defiance County,17781,38193
39039,39,39,0,Adams township,Defiance County,947,38193
39039,39,39,0,Defiance township,Defiance County,13178,38193
39039,39,39,21308,Defiance city (pt.),Defiance County,11386,38193
39039,39,39,99990,Balance of Defiance township,Defiance County,1792,38193
39039,39,39,0,Delaware township,Defiance County,2134,38193
39039,39,39,72256,Sherwood village,Defiance County,827,38193
39039,39,39,99990,Balance of Delaware township,Defiance County,1307,38193
39039,39,39,0,Farmer township,Defiance County,963,38193
39039,39,39,0,Hicksville township,Defiance County,4979,38193
39039,39,39,35098,Hicksville village,Defiance County,3581,38193
39039,39,39,99990,Balance of Hicksville township,Defiance County,1398,38193
39039,39,39,0,Highland township,Defiance County,2372,38193
39039,39,39,0,Mark township,Defiance County,908,38193
39039,39,39,0,Milford township,Defiance County,1081,38193
39039,39,39,0,Noble township,Defiance County,6326,38193
39039,39,39,21308,Defiance city (pt.),Defiance County,3907,38193
39039,39,39,99990,Balance of Noble township,Defiance County,2419,38193
39039,39,39,0,Richland township,Defiance County,2920,38193
39039,39,39,21308,Defiance city (pt.),Defiance County,1201,38193
39039,39,39,99990,Balance of Richland township,Defiance County,1719,38193
39039,39,39,0,Tiffin township,Defiance County,1612,38193
39039,39,39,0,Washington township,Defiance County,1617,38193
39039,39,39,55874,Ney village,Defiance County,354,38193
39039,39,39,99990,Balance of Washington township,Defiance County,1263,38193
39041,39,41,0,Delaware County,Delaware County,174214,172519
39041,39,41,2582,Ashley village,Delaware County,1330,172519
39041,39,41,18000,Columbus city (pt.),Delaware County,7245,172519
39041,39,41,21434,Delaware city,Delaware County,34753,172519
39041,39,41,22694,Dublin city (pt.),Delaware County,4018,172519
39041,39,41,29148,Galena village,Delaware County,653,172519
39041,39,41,58940,Ostrander village,Delaware County,643,172519
39041,39,41,64486,Powell city,Delaware County,11500,172519
39041,39,41,71976,Shawnee Hills village,Delaware County,681,172519
39041,39,41,75602,Sunbury village,Delaware County,4389,172519
39041,39,41,83342,Westerville city (pt.),Delaware County,7792,172519
39041,39,41,99990,Balance of Delaware County,Delaware County,101210,172519
39041,39,41,0,Ashley village,Delaware County,1330,172519
39041,39,41,2582,Ashley village,Delaware County,1330,172519
39041,39,41,0,Berkshire township,Delaware County,3085,172519
39041,39,41,29148,Galena village,Delaware County,653,172519
39041,39,41,75602,Sunbury village (pt.),Delaware County,4,172519
39041,39,41,99990,Balance of Berkshire township,Delaware County,2428,172519
39041,39,41,0,Berlin township,Delaware County,6498,172519
39041,39,41,21434,Delaware city (pt.),Delaware County,2,172519
39041,39,41,99990,Balance of Berlin township,Delaware County,6496,172519
39041,39,41,0,Brown township,Delaware County,1416,172519
39041,39,41,21434,Delaware city (pt.),Delaware County,0,172519
39041,39,41,99990,Balance of Brown township,Delaware County,1416,172519
39041,39,41,0,Columbus City township,Delaware County,A,172519
39041,39,41,18000,Columbus city (pt.),Delaware County,A,172519
39041,39,41,0,Concord township,Delaware County,9294,172519
39041,39,41,64486,Powell city (pt.),Delaware County,A,172519
39041,39,41,99990,Balance of Concord township,Delaware County,9294,172519
39041,39,41,0,Delaware township,Delaware County,2152,172519
39041,39,41,21434,Delaware city (pt.),Delaware County,188,172519
39041,39,41,99990,Balance of Delaware township,Delaware County,1964,172519
39041,39,41,0,Delaware City township,Delaware County,34472,172519
39041,39,41,21434,Delaware city (pt.),Delaware County,34472,172519
39041,39,41,0,Genoa township,Delaware County,23093,172519
39041,39,41,83342,Westerville city (pt.),Delaware County,3,172519
39041,39,41,99990,Balance of Genoa township,Delaware County,23090,172519
39041,39,41,0,Harlem township,Delaware County,3953,172519
39041,39,41,0,Kingston township,Delaware County,2156,172519
39041,39,41,0,Liberty township,Delaware County,26172,172519
39041,39,41,21434,Delaware city (pt.),Delaware County,91,172519
39041,39,41,64486,Powell city (pt.),Delaware County,11500,172519
39041,39,41,99990,Balance of Liberty township,Delaware County,14581,172519
39041,39,41,0,Marlboro township,Delaware County,281,172519
39041,39,41,0,Orange township,Delaware County,26269,172519
39041,39,41,18000,Columbus city (pt.),Delaware County,2507,172519
39041,39,41,83342,Westerville city (pt.),Delaware County,A,172519
39041,39,41,99990,Balance of Orange township,Delaware County,23762,172519
39041,39,41,0,Oxford township,Delaware County,987,172519
39041,39,41,0,Porter township,Delaware County,1923,172519
39041,39,41,0,Radnor township,Delaware County,1540,172519
39041,39,41,0,Scioto township,Delaware County,2993,172519
39041,39,41,58940,Ostrander village,Delaware County,643,172519
39041,39,41,99990,Balance of Scioto township,Delaware County,2350,172519
39041,39,41,0,Shawnee Hills village,Delaware County,681,172519
39041,39,41,71976,Shawnee Hills village,Delaware County,681,172519
39041,39,41,0,Sunbury Village township,Delaware County,4385,172519
39041,39,41,75602,Sunbury village (pt.),Delaware County,4385,172519
39041,39,41,0,Thompson township,Delaware County,684,172519
39041,39,41,0,Trenton township,Delaware County,2190,172519
39041,39,41,0,Troy township,Delaware County,2115,172519
39041,39,41,21434,Delaware city (pt.),Delaware County,0,172519
39041,39,41,99990,Balance of Troy township,Delaware County,2115,172519
39041,39,41,0,Washington township,Delaware County,A,172519
39041,39,41,22694,Dublin city (pt.),Delaware County,A,172519
39041,39,41,0,Westerville City township,Delaware County,7789,172519
39041,39,41,83342,Westerville city (pt.),Delaware County,7789,172519
39043,39,43,0,Erie County,Erie County,77079,76872
39043,39,43,4402,Bay View village,Erie County,632,76872
39043,39,43,5228,Bellevue city (pt.),Erie County,2,76872
39043,39,43,5900,Berlin Heights village,Erie County,714,76872
39043,39,43,12476,Castalia village,Erie County,852,76872
39043,39,43,37016,Huron city,Erie County,7149,76872
39043,39,43,39662,Kelleys Island village,Erie County,312,76872
39043,39,43,50134,Milan village (pt.),Erie County,1004,76872
39043,39,43,70380,Sandusky city,Erie County,25793,76872
39043,39,43,79716,Vermilion city (pt.),Erie County,4742,76872
39043,39,43,99990,Balance of Erie County,Erie County,35879,76872
39043,39,43,0,Bellevue city,Erie County,2,76872
39043,39,43,5228,Bellevue city (pt.),Erie County,2,76872
39043,39,43,0,Berlin township,Erie County,3723,76872
39043,39,43,5900,Berlin Heights village,Erie County,714,76872
39043,39,43,99990,Balance of Berlin township,Erie County,3009,76872
39043,39,43,0,Florence township,Erie County,2448,76872
39043,39,43,0,Groton township,Erie County,1427,76872
39043,39,43,0,Huron township,Erie County,10697,76872
39043,39,43,37016,Huron city,Erie County,7149,76872
39043,39,43,99990,Balance of Huron township,Erie County,3548,76872
39043,39,43,0,Kelleys Island village,Erie County,312,76872
39043,39,43,39662,Kelleys Island village,Erie County,312,76872
39043,39,43,0,Margaretta township,Erie County,5981,76872
39043,39,43,4402,Bay View village,Erie County,632,76872
39043,39,43,12476,Castalia village,Erie County,852,76872
39043,39,43,99990,Balance of Margaretta township,Erie County,4497,76872
39043,39,43,0,Milan township,Erie County,3606,76872
39043,39,43,50134,Milan village (pt.),Erie County,1004,76872
39043,39,43,99990,Balance of Milan township,Erie County,2602,76872
39043,39,43,0,Oxford township,Erie County,1201,76872
39043,39,43,0,Perkins township,Erie County,12202,76872
39043,39,43,0,Sandusky city,Erie County,25793,76872
39043,39,43,70380,Sandusky city,Erie County,25793,76872
39043,39,43,0,Vermilion city,Erie County,4742,76872
39043,39,43,79716,Vermilion city (pt.),Erie County,4742,76872
39043,39,43,0,Vermilion township,Erie County,4945,76872
39045,39,45,0,Fairfield County,Fairfield County,146156,144446
39045,39,45,1630,Amanda village,Fairfield County,737,144446
39045,39,45,3758,Baltimore village,Fairfield County,2966,144446
39045,39,45,8392,Bremen village,Fairfield County,1425,144446
39045,39,45,9890,Buckeye Lake village (pt.),Fairfield County,15,144446
39045,39,45,11332,Canal Winchester city (pt.),Fairfield County,815,144446
39045,39,45,12252,Carroll village,Fairfield County,524,144446
39045,39,45,18000,Columbus city (pt.),Fairfield County,9666,144446
39045,39,45,41720,Lancaster city,Fairfield County,38780,144446
39045,39,45,44086,Lithopolis village (pt.),Fairfield County,1074,144446
39045,39,45,50400,Millersport village,Fairfield County,1044,144446
39045,39,45,62498,Pickerington city (pt.),Fairfield County,18205,144446
39045,39,45,63716,Pleasantville village,Fairfield County,960,144446
39045,39,45,66390,Reynoldsburg city (pt.),Fairfield County,910,144446
39045,39,45,69204,Rushville village,Fairfield County,302,144446
39045,39,45,74916,Stoutsville village,Fairfield County,560,144446
39045,39,45,75252,Sugar Grove village,Fairfield County,426,144446
39045,39,45,76148,Tarlton village (pt.),Fairfield County,0,144446
39045,39,45,76764,Thurston village,Fairfield County,604,144446
39045,39,45,84182,West Rushville village,Fairfield County,134,144446
39045,39,45,99990,Balance of Fairfield County,Fairfield County,67009,144446
39045,39,45,0,Amanda township,Fairfield County,2706,144446
39045,39,45,1630,Amanda village,Fairfield County,737,144446
39045,39,45,99990,Balance of Amanda township,Fairfield County,1969,144446
39045,39,45,0,Berne township,Fairfield County,5088,144446
39045,39,45,75252,Sugar Grove village,Fairfield County,426,144446
39045,39,45,99990,Balance of Berne township,Fairfield County,4662,144446
39045,39,45,0,Bloom township,Fairfield County,8466,144446
39045,39,45,11332,Canal Winchester city (pt.),Fairfield County,361,144446
39045,39,45,12252,Carroll village (pt.),Fairfield County,12,144446
39045,39,45,44086,Lithopolis village (pt.),Fairfield County,1065,144446
39045,39,45,99990,Balance of Bloom township,Fairfield County,7028,144446
39045,39,45,0,Clearcreek township,Fairfield County,4057,144446
39045,39,45,74916,Stoutsville village,Fairfield County,560,144446
39045,39,45,76148,Tarlton village (pt.),Fairfield County,0,144446
39045,39,45,99990,Balance of Clearcreek township,Fairfield County,3497,144446
39045,39,45,0,Columbus city,Fairfield County,9666,144446
39045,39,45,18000,Columbus city (pt.),Fairfield County,9666,144446
39045,39,45,0,Greenfield township,Fairfield County,5565,144446
39045,39,45,12252,Carroll village (pt.),Fairfield County,512,144446
39045,39,45,41720,Lancaster city (pt.),Fairfield County,26,144446
39045,39,45,99990,Balance of Greenfield township,Fairfield County,5027,144446
39045,39,45,0,Hocking township,Fairfield County,4672,144446
39045,39,45,41720,Lancaster city (pt.),Fairfield County,0,144446
39045,39,45,99990,Balance of Hocking township,Fairfield County,4672,144446
39045,39,45,0,Lancaster City township,Fairfield County,38754,144446
39045,39,45,41720,Lancaster city (pt.),Fairfield County,38754,144446
39045,39,45,0,Liberty township,Fairfield County,7916,144446
39045,39,45,3758,Baltimore village (pt.),Fairfield County,2966,144446
39045,39,45,99990,Balance of Liberty township,Fairfield County,4950,144446
39045,39,45,0,Madison township,Fairfield County,1682,144446
39045,39,45,0,Pleasant township,Fairfield County,6083,144446
39045,39,45,41720,Lancaster city (pt.),Fairfield County,0,144446
39045,39,45,63716,Pleasantville village (pt.),Fairfield County,571,144446
39045,39,45,99990,Balance of Pleasant township,Fairfield County,5512,144446
39045,39,45,0,Richland township,Fairfield County,2195,144446
39045,39,45,69204,Rushville village,Fairfield County,302,144446
39045,39,45,84182,West Rushville village,Fairfield County,134,144446
39045,39,45,99990,Balance of Richland township,Fairfield County,1759,144446
39045,39,45,0,Rush Creek township,Fairfield County,3893,144446
39045,39,45,8392,Bremen village,Fairfield County,1425,144446
39045,39,45,99990,Balance of Rush Creek township,Fairfield County,2468,144446
39045,39,45,0,Violet township,Fairfield County,38572,144446
39045,39,45,11332,Canal Winchester city (pt.),Fairfield County,454,144446
39045,39,45,44086,Lithopolis village (pt.),Fairfield County,9,144446
39045,39,45,62498,Pickerington city (pt.),Fairfield County,18205,144446
39045,39,45,66390,Reynoldsburg city (pt.),Fairfield County,910,144446
39045,39,45,99990,Balance of Violet township,Fairfield County,18994,144446
39045,39,45,0,Walnut township,Fairfield County,6841,144446
39045,39,45,3758,Baltimore village (pt.),Fairfield County,A,144446
39045,39,45,9890,Buckeye Lake village (pt.),Fairfield County,15,144446
39045,39,45,50400,Millersport village,Fairfield County,1044,144446
39045,39,45,63716,Pleasantville village (pt.),Fairfield County,389,144446
39045,39,45,76764,Thurston village,Fairfield County,604,144446
39045,39,45,99990,Balance of Walnut township,Fairfield County,4789,144446
39047,39,47,0,Fayette County,Fayette County,29030,28275
39047,39,47,7188,Bloomingburg village,Fayette County,938,28275
39047,39,47,38920,Jeffersonville village,Fayette County,1203,28275
39047,39,47,50316,Milledgeville village,Fayette County,112,28275
39047,39,47,54726,New Holland village (pt.),Fayette County,111,28275
39047,39,47,57918,Octa village,Fayette County,59,28275
39047,39,47,81718,Washington Court House city,Fayette County,14192,28275
39047,39,47,99990,Balance of Fayette County,Fayette County,12415,28275
39047,39,47,0,Concord township,Fayette County,901,28275
39047,39,47,0,Green township,Fayette County,532,28275
39047,39,47,0,Jasper township,Fayette County,745,28275
39047,39,47,50316,Milledgeville village,Fayette County,112,28275
39047,39,47,57918,Octa village (pt.),Fayette County,45,28275
39047,39,47,99990,Balance of Jasper township,Fayette County,588,28275
39047,39,47,0,Jefferson township,Fayette County,2636,28275
39047,39,47,38920,Jeffersonville village,Fayette County,1203,28275
39047,39,47,57918,Octa village (pt.),Fayette County,14,28275
39047,39,47,99990,Balance of Jefferson township,Fayette County,1419,28275
39047,39,47,0,Madison township,Fayette County,1122,28275
39047,39,47,0,Marion township,Fayette County,766,28275
39047,39,47,54726,New Holland village (pt.),Fayette County,111,28275
39047,39,47,99990,Balance of Marion township,Fayette County,655,28275
39047,39,47,0,Paint township,Fayette County,1975,28275
39047,39,47,7188,Bloomingburg village (pt.),Fayette County,938,28275
39047,39,47,99990,Balance of Paint township,Fayette County,1037,28275
39047,39,47,0,Perry township,Fayette County,1041,28275
39047,39,47,0,Union township,Fayette County,3733,28275
39047,39,47,7188,Bloomingburg village (pt.),Fayette County,0,28275
39047,39,47,99990,Balance of Union township,Fayette County,3733,28275
39047,39,47,0,Washington Court House city,Fayette County,14192,28275
39047,39,47,81718,Washington Court House city,Fayette County,14192,28275
39047,39,47,0,Wayne township,Fayette County,1387,28275
39049,39,49,0,Franklin County,Franklin County,1163414,1159947
39049,39,49,6278,Bexley city,Franklin County,13057,1159947
39049,39,49,8532,Brice village,Franklin County,114,1159947
39049,39,49,11332,Canal Winchester city (pt.),Franklin County,6286,1159947
39049,39,49,18000,Columbus city (pt.),Franklin County,770122,1159947
39049,39,49,22694,Dublin city (pt.),Franklin County,35367,1159947
39049,39,49,29106,Gahanna city,Franklin County,33248,1159947
39049,39,49,31304,Grandview Heights city,Franklin County,6536,1159947
39049,39,49,32592,Grove City city,Franklin County,35575,1159947
39049,39,49,32606,Groveport city,Franklin County,5363,1159947
39049,39,49,33740,Harrisburg village (pt.),Franklin County,320,1159947
39049,39,49,35476,Hilliard city,Franklin County,28435,1159947
39049,39,49,44086,Lithopolis village (pt.),Franklin County,32,1159947
39049,39,49,44310,Lockbourne village (pt.),Franklin County,237,1159947
39049,39,49,47474,Marble Cliff village,Franklin County,573,1159947
39049,39,49,50862,Minerva Park village,Franklin County,1272,1159947
39049,39,49,53970,New Albany city (pt.),Franklin County,7701,1159947
39049,39,49,57862,Obetz village,Franklin County,4532,1159947
39049,39,49,62498,Pickerington city (pt.),Franklin County,86,1159947
39049,39,49,66390,Reynoldsburg city (pt.),Franklin County,26157,1159947
39049,39,49,67440,Riverlea village,Franklin County,545,1159947
39049,39,49,79002,Upper Arlington city,Franklin County,33771,1159947
