fips,state,county,place,place_name,county_name,place_pop_2010,county_pop_2010
39000,39,0,0,Ohio,Ohio,11536504,11536504
39001,39,1,0,Adams County,Adams County,28550,27929
39001,39,1,47012,Manchester village,Adams County,2023,27929
39001,39,1,61420,Peebles village,Adams County,1782,27929
39001,39,1,68196,Rome village,Adams County,94,27929
39001,39,1,71206,Seaman village,Adams County,944,27929
39001,39,1,84294,West Union village,Adams County,3241,27929
39001,39,1,85876,Winchester village,Adams County,1051,27929
39001,39,1,99990,Balance of Adams County,Adams County,19260,27929
39001,39,1,0,Bratton township,Adams County,1461,27929
39001,39,1,0,Brush Creek township,Adams County,1236,27929
39001,39,1,0,Franklin township,Adams County,1110,27929
39001,39,1,0,Green township,Adams County,651,27929
39001,39,1,68196,Rome village,Adams County,94,27929
39001,39,1,99990,Balance of Green township,Adams County,557,27929
39001,39,1,0,Jefferson township,Adams County,1046,27929
39001,39,1,0,Liberty township,Adams County,1965,27929
39001,39,1,84294,West Union village (pt.),Adams County,0,27929
39001,39,1,99990,Balance of Liberty township,Adams County,1965,27929
39001,39,1,0,Manchester township,Adams County,2052,27929
39001,39,1,47012,Manchester village (pt.),Adams County,2020,27929
39001,39,1,99990,Balance of Manchester township,Adams County,32,27929
39001,39,1,0,Meigs township,Adams County,3905,27929
39001,39,1,61420,Peebles village,Adams County,1782,27929
39001,39,1,99990,Balance of Meigs township,Adams County,2123,27929
39001,39,1,0,Monroe township,Adams County,686,27929
39001,39,1,0,Oliver township,Adams County,1319,27929
39001,39,1,0,Scott township,Adams County,2180,27929
39001,39,1,71206,Seaman village (pt.),Adams County,935,27929
39001,39,1,99990,Balance of Scott township,Adams County,1245,27929
39001,39,1,0,Sprigg township,Adams County,1867,27929
39001,39,1,47012,Manchester village (pt.),Adams County,3,27929
39001,39,1,99990,Balance of Sprigg township,Adams County,1864,27929
39001,39,1,0,Tiffin township,Adams County,5560,27929
39001,39,1,84294,West Union village (pt.),Adams County,3241,27929
39001,39,1,99990,Balance of Tiffin township,Adams County,2319,27929
39001,39,1,0,Wayne township,Adams County,1304,27929
39001,39,1,71206,Seaman village (pt.),Adams County,9,27929
39001,39,1,99990,Balance of Wayne township,Adams County,1140,27929
39001,39,1,0,Winchester township,Adams County,2208,27929
39001,39,1,85876,Winchester village,Adams County,1051,27929
39001,39,1,99990,Balance of Winchester township,Adams County,1157,27929
39003,39,3,0,Allen County,Allen County,106331,103842
39003,39,3,4752,Beaverdam village,Allen County,382,103842
39003,39,3,7426,Bluffton village (pt.),Allen County,3952,103842
39003,39,3,10884,Cairo village,Allen County,524,103842
39003,39,3,21602,Delphos city (pt.),Allen County,3938,103842
39003,39,3,24808,Elida village,Allen County,1905,103842
39003,39,3,34118,Harrod village,Allen County,417,103842
39003,39,3,41118,Lafayette village,Allen County,445,103842
39003,39,3,43554,Lima city,Allen County,38771,103842
39003,39,3,74034,Spencerville village,Allen County,2223,103842
39003,39,3,99990,Balance of Allen County,Allen County,50048,103842
39003,39,3,0,Amanda township,Allen County,2071,103842
39003,39,3,0,American township,Allen County,14381,103842
39003,39,3,24808,Elida village,Allen County,1905,103842
39003,39,3,99990,Balance of American township,Allen County,12476,103842
39003,39,3,0,Auglaize township,Allen County,2783,103842
39003,39,3,34118,Harrod village,Allen County,417,103842
39003,39,3,99990,Balance of Auglaize township,Allen County,2366,103842
39003,39,3,0,Bath township,Allen County,9725,103842
39003,39,3,0,Jackson township,Allen County,3056,103842
39003,39,3,41118,Lafayette village,Allen County,445,103842
39003,39,3,99990,Balance of Jackson township,Allen County,2611,103842
39003,39,3,0,Lima city,Allen County,38771,103842
39003,39,3,43554,Lima city,Allen County,38771,103842
39003,39,3,0,Marion township,Allen County,6715,103842
39003,39,3,21602,Delphos city (pt.),Allen County,3938,103842
39003,39,3,99990,Balance of Marion township,Allen County,2777,103842
39003,39,3,0,Monroe township,Allen County,2226,103842
39003,39,3,10884,Cairo village,Allen County,524,103842
39003,39,3,99990,Balance of Monroe township,Allen County,1702,103842
39003,39,3,0,Perry township,Allen County,3531,103842
39003,39,3,0,Richland township,Allen County,6289,103842
39003,39,3,4752,Beaverdam village,Allen County,382,103842
39003,39,3,7426,Bluffton village (pt.),Allen County,3952,103842
39003,39,3,99990,Balance of Richland township,Allen County,1955,103842
39003,39,3,0,Shawnee township,Allen County,12433,103842
39003,39,3,0,Spencer township,Allen County,3067,103842
39003,39,3,74034,Spencerville village,Allen County,2223,103842
39003,39,3,99990,Balance of Spencer township,Allen County,844,103842
39003,39,3,0,Sugar Creek township,Allen County,1283,103842
39005,39,5,0,Ashland County,Ashland County,53139,54961
39005,39,5,2568,Ashland city,Ashland County,20362,54961
39005,39,5,3562,Bailey Lakes village,Ashland County,371,54961
39005,39,5,34636,Hayesville village,Ashland County,448,54961
39005,39,5,39060,Jeromesville village,Ashland County,562,54961
39005,39,5,45066,Loudonville village (pt.),Ashland County,2587,54961
39005,39,5,50036,Mifflin village,Ashland County,137,54961
39005,39,5,62190,Perrysville village,Ashland County,735,54961
39005,39,5,63996,Polk village,Ashland County,336,54961
39005,39,5,70576,Savannah village,Ashland County,413,54961
39005,39,5,99990,Balance of Ashland County,Ashland County,27188,54961
39005,39,5,0,Ashland city,Ashland County,20362,54961
39005,39,5,2568,Ashland city,Ashland County,20362,54961
39005,39,5,0,Clear Creek township,Ashland County,2276,54961
39005,39,5,3562,Bailey Lakes village,Ashland County,371,54961
39005,39,5,70576,Savannah village,Ashland County,413,54961
39005,39,5,99990,Balance of Clear Creek township,Ashland County,1492,54961
39005,39,5,0,Green township,Ashland County,3951,54961
39005,39,5,45066,Loudonville village (pt.),Ashland County,1408,54961
39005,39,5,62190,Perrysville village,Ashland County,735,54961
39005,39,5,99990,Balance of Green township,Ashland County,1808,54961
39005,39,5,0,Hanover township,Ashland County,2050,54961
39005,39,5,45066,Loudonville village (pt.),Ashland County,1179,54961
39005,39,5,99990,Balance of Hanover township,Ashland County,871,54961
39005,39,5,0,Jackson township,Ashland County,3887,54961
39005,39,5,63996,Polk village,Ashland County,336,54961
39005,39,5,99990,Balance of Jackson township,Ashland County,3551,54961
39005,39,5,0,Lake township,Ashland County,690,54961
39005,39,5,0,Mifflin township,Ashland County,1126,54961
39005,39,5,50036,Mifflin village,Ashland County,137,54961
39005,39,5,99990,Balance of Mifflin township,Ashland County,989,54961
39005,39,5,0,Milton township,Ashland County,2383,54961
39005,39,5,0,Mohican township,Ashland County,2033,54961
39005,39,5,39060,Jeromesville village,Ashland County,562,54961
39005,39,5,99990,Balance of Mohican township,Ashland County,1471,54961
39005,39,5,0,Montgomery township,Ashland County,2700,54961
39005,39,5,0,Orange township,Ashland County,2523,54961
39005,39,5,0,Perry township,Ashland County,1990,54961
39005,39,5,0,Ruggles township,Ashland County,905,54961
39005,39,5,0,Sullivan township,Ashland County,2513,54961
39005,39,5,0,Troy township,Ashland County,1132,54961
39005,39,5,0,Vermillion township,Ashland County,2618,54961
39005,39,5,34636,Hayesville village,Ashland County,448,54961
39005,39,5,99990,Balance of Vermillion township,Ashland County,2170,54961
39007,39,7,0,Ashtabula County,Ashtabula County,101497,100321
39007,39,7,2050,Andover village,Ashtabula County,1145,100321
39007,39,7,2638,Ashtabula city,Ashtabula County,19124,100321
39007,39,7,18350,Conneaut city,Ashtabula County,12841,100321
39007,39,7,29610,Geneva city,Ashtabula County,6215,100321
39007,39,7,29652,Geneva-on-the-Lake village,Ashtabula County,1288,100321
39007,39,7,38500,Jefferson village,Ashtabula County,3120,100321
39007,39,7,56700,North Kingsville village,Ashtabula County,2923,100321
39007,39,7,58856,Orwell village,Ashtabula County,1660,100321
39007,39,7,67600,Roaming Shores village,Ashtabula County,1508,100321
39007,39,7,67846,Rock Creek village,Ashtabula County,529,100321
39007,39,7,99990,Balance of Ashtabula County,Ashtabula County,51144,100321
39007,39,7,0,Andover township,Ashtabula County,2753,100321
39007,39,7,2050,Andover village,Ashtabula County,1145,100321
39007,39,7,99990,Balance of Andover township,Ashtabula County,1608,100321
39007,39,7,0,Ashtabula township,Ashtabula County,20941,100321
39007,39,7,2638,Ashtabula city (pt.),Ashtabula County,15283,100321
39007,39,7,99990,Balance of Ashtabula township,Ashtabula County,5658,100321
39007,39,7,0,Austinburg township,Ashtabula County,2197,100321
39007,39,7,0,Cherry Valley township,Ashtabula County,955,100321
39007,39,7,0,Colebrook township,Ashtabula County,994,100321
39007,39,7,0,Conneaut city,Ashtabula County,12841,100321
39007,39,7,18350,Conneaut city,Ashtabula County,12841,100321
39007,39,7,0,Denmark township,Ashtabula County,946,100321
39007,39,7,0,Dorset township,Ashtabula County,846,100321
39007,39,7,0,Geneva township,Ashtabula County,11098,100321
39007,39,7,29610,Geneva city,Ashtabula County,6215,100321
39007,39,7,29652,Geneva-on-the-Lake village,Ashtabula County,1288,100321
39007,39,7,99990,Balance of Geneva township,Ashtabula County,3595,100321
39007,39,7,0,Harpersfield township,Ashtabula County,2695,100321
39007,39,7,0,Hartsgrove township,Ashtabula County,1597,100321
39007,39,7,0,Jefferson township,Ashtabula County,5252,100321
39007,39,7,38500,Jefferson village,Ashtabula County,3120,100321
39007,39,7,99990,Balance of Jefferson township,Ashtabula County,2132,100321
39007,39,7,0,Kingsville township,Ashtabula County,1766,100321
39007,39,7,0,Lenox township,Ashtabula County,1450,100321
39007,39,7,0,Monroe township,Ashtabula County,2381,100321
39007,39,7,0,Morgan township,Ashtabula County,2170,100321
39007,39,7,67600,Roaming Shores village (pt.),Ashtabula County,632,100321
39007,39,7,67846,Rock Creek village,Ashtabula County,529,100321
39007,39,7,99990,Balance of Morgan township,Ashtabula County,1009,100321
39007,39,7,0,New Lyme township,Ashtabula County,1116,100321
39007,39,7,0,North Kingsville village,Ashtabula County,2923,100321
39007,39,7,56700,North Kingsville village,Ashtabula County,2923,100321
39007,39,7,0,Orwell township,Ashtabula County,3106,100321
39007,39,7,58856,Orwell village,Ashtabula County,1660,100321
39007,39,7,99990,Balance of Orwell township,Ashtabula County,1446,100321
39007,39,7,0,Pierpont township,Ashtabula County,1285,100321
39007,39,7,0,Plymouth township,Ashtabula County,1981,100321
39007,39,7,0,Richmond township,Ashtabula County,938,100321
39007,39,7,0,Rome township,Ashtabula County,1812,100321
39007,39,7,67600,Roaming Shores village (pt.),Ashtabula County,876,100321
39007,39,7,99990,Balance of Rome township,Ashtabula County,936,100321
39007,39,7,0,Saybrook township,Ashtabula County,9853,100321
39007,39,7,2638,Ashtabula city (pt.),Ashtabula County,3841,100321
39007,39,7,99990,Balance of Saybrook township,Ashtabula County,6012,100321
39007,39,7,0,Sheffield township,Ashtabula County,1639,100321
39007,39,7,0,Trumbull township,Ashtabula County,1408,100321
39007,39,7,0,Wayne township,Ashtabula County,630,100321
39007,39,7,0,Williamsfield township,Ashtabula County,1645,100321
39007,39,7,0,Windsor township,Ashtabula County,2279,100321
39009,39,9,0,Athens County,Athens County,64757,63201
39009,39,9,1042,Albany village,Athens County,828,63201
39009,39,9,1784,Amesville village,Athens County,154,63201
39009,39,9,2736,Athens city,Athens County,23832,63201
39009,39,9,9834,Buchtel village (pt.),Athens County,543,63201
39009,39,9,13778,Chauncey village,Athens County,1049,63201
39009,39,9,18588,Coolville village,Athens County,496,63201
39009,39,9,30674,Glouster village,Athens County,1791,63201
39009,39,9,38304,Jacksonville village,Athens County,481,63201
39009,39,9,53886,Nelsonville city,Athens County,5392,63201
39009,39,9,77406,Trimble village,Athens County,390,63201
39009,39,9,99990,Balance of Athens County,Athens County,29801,63201
39009,39,9,0,Alexander township,Athens County,2811,63201
39009,39,9,1042,Albany village (pt.),Athens County,24,63201
39009,39,9,99990,Balance of Alexander township,Athens County,2787,63201
39009,39,9,0,Ames township,Athens County,1183,63201
39009,39,9,1784,Amesville village,Athens County,154,63201
39009,39,9,99990,Balance of Ames township,Athens County,1029,63201
39009,39,9,0,Athens township,Athens County,30473,63201
39009,39,9,2736,Athens city (pt.),Athens County,23542,63201
39009,39,9,99990,Balance of Athens township,Athens County,6931,63201
39009,39,9,0,Bern township,Athens County,572,63201
39009,39,9,0,Canaan township,Athens County,1666,63201
39009,39,9,2736,Athens city (pt.),Athens County,290,63201
39009,39,9,99990,Balance of Canaan township,Athens County,1376,63201
39009,39,9,0,Carthage township,Athens County,1532,63201
39009,39,9,0,Dover township,Athens County,3626,63201
39009,39,9,13778,Chauncey village,Athens County,1049,63201
39009,39,9,99990,Balance of Dover township,Athens County,2577,63201
39009,39,9,0,Lee township,Athens County,2729,63201
39009,39,9,1042,Albany village (pt.),Athens County,804,63201
39009,39,9,99990,Balance of Lee township,Athens County,1925,63201
39009,39,9,0,Lodi township,Athens County,1425,63201
39009,39,9,0,Rome township,Athens County,1320,63201
39009,39,9,0,Trimble township,Athens County,4480,63201
39009,39,9,30674,Glouster village,Athens County,1791,63201
39009,39,9,38304,Jacksonville village,Athens County,481,63201
39009,39,9,77406,Trimble village,Athens County,390,63201
39009,39,9,99990,Balance of Trimble township,Athens County,1818,63201
39009,39,9,0,Troy township,Athens County,2617,63201
39009,39,9,18588,Coolville village,Athens County,496,63201
39009,39,9,99990,Balance of Troy township,Athens County,2121,63201
39009,39,9,0,Waterloo township,Athens County,2562,63201
39009,39,9,0,York township,Athens County,7761,63201
39009,39,9,9834,Buchtel village (pt.),Athens County,543,63201
39009,39,9,53886,Nelsonville city,Athens County,5392,63201
39009,39,9,99990,Balance of York township,Athens County,1826,63201
39011,39,11,0,Auglaize County,Auglaize County,45949,46218
39011,39,11,9974,Buckland village,Auglaize County,233,46218
39011,39,11,19400,Cridersville village,Auglaize County,1852,46218
39011,39,11,50918,Minster village (pt.),Auglaize County,2805,46218
39011,39,11,54194,New Bremen village,Auglaize County,2978,46218
39011,39,11,54838,New Knoxville village,Auglaize County,879,46218
39011,39,11,69680,St. Marys city,Auglaize County,8332,46218
39011,39,11,80766,Wapakoneta city,Auglaize County,9867,46218
39011,39,11,82390,Waynesfield village,Auglaize County,847,46218
39011,39,11,99990,Balance of Auglaize County,Auglaize County,17934,46218
39011,39,11,0,Clay township,Auglaize County,817,46218
39011,39,11,0,Duchouquet township,Auglaize County,14499,46218
39011,39,11,19400,Cridersville village,Auglaize County,1852,46218
39011,39,11,80766,Wapakoneta city (pt.),Auglaize County,9771,46218
39011,39,11,99990,Balance of Duchouquet township,Auglaize County,2876,46218
39011,39,11,0,German township,Auglaize County,3748,46218
39011,39,11,54194,New Bremen village (pt.),Auglaize County,2903,46218
39011,39,11,99990,Balance of German township,Auglaize County,845,46218
39011,39,11,0,Goshen township,Auglaize County,529,46218
39011,39,11,0,Jackson township,Auglaize County,3649,46218
39011,39,11,50918,Minster village (pt.),Auglaize County,2805,46218
39011,39,11,54194,New Bremen village (pt.),Auglaize County,75,46218
39011,39,11,99990,Balance of Jackson township,Auglaize County,769,46218
39011,39,11,0,Logan township,Auglaize County,1113,46218
39011,39,11,9974,Buckland village (pt.),Auglaize County,233,46218
39011,39,11,99990,Balance of Logan township,Auglaize County,880,46218
39011,39,11,0,Moulton township,Auglaize County,1694,46218
39011,39,11,9974,Buckland village (pt.),Auglaize County,A,46218
39011,39,11,80766,Wapakoneta city (pt.),Auglaize County,40,46218
39011,39,11,99990,Balance of Moulton township,Auglaize County,1654,46218
39011,39,11,0,Noble township,Auglaize County,1716,46218
39011,39,11,69680,St. Marys city (pt.),Auglaize County,511,46218
39011,39,11,99990,Balance of Noble township,Auglaize County,1205,46218
39011,39,11,0,Pusheta township,Auglaize County,1301,46218
39011,39,11,80766,Wapakoneta city (pt.),Auglaize County,56,46218
39011,39,11,99990,Balance of Pusheta township,Auglaize County,1245,46218
39011,39,11,0,St. Marys township,Auglaize County,11015,46218
39011,39,11,69680,St. Marys city (pt.),Auglaize County,7821,46218
39011,39,11,99990,Balance of St. Marys township,Auglaize County,3194,46218
39011,39,11,0,Salem township,Auglaize County,498,46218
39011,39,11,0,Union township,Auglaize County,1902,46218
39011,39,11,0,Washington township,Auglaize County,1874,46218
39011,39,11,54838,New Knoxville village,Auglaize County,879,46218
39011,39,11,99990,Balance of Washington township,Auglaize County,995,46218
39011,39,11,0,Wayne township,Auglaize County,1594,46218
39011,39,11,82390,Waynesfield village,Auglaize County,847,46218
39011,39,11,99990,Balance of Wayne township,Auglaize County,747,46218
39013,39,13,0,Belmont County,Belmont County,70400,67723
39013,39,13,3926,Barnesville village,Belmont County,4193,67723
39013,39,13,5074,Bellaire village,Belmont County,4278,67723
39013,39,13,5312,Belmont village,Belmont County,453,67723
39013,39,13,6138,Bethesda village,Belmont County,1256,67723
39013,39,13,8560,Bridgeport village,Belmont County,1831,67723
39013,39,13,9316,Brookside village,Belmont County,632,67723
39013,39,13,26348,Fairview village (pt.),Belmont County,0,67723
39013,39,13,27552,Flushing village,Belmont County,879,67723
39013,39,13,35924,Holloway village,Belmont County,338,67723
39013,39,13,48104,Martins Ferry city,Belmont County,6915,67723
39013,39,13,52346,Morristown village,Belmont County,303,67723
39013,39,13,64542,Powhatan Point village,Belmont County,1592,67723
39013,39,13,69526,St. Clairsville city,Belmont County,5184,67723
39013,39,13,71640,Shadyside village,Belmont County,3785,67723
39013,39,13,85834,Wilson village (pt.),Belmont County,37,67723
39013,39,13,87178,Yorkville village (pt.),Belmont County,464,67723
39013,39,13,99990,Balance of Belmont County,Belmont County,38260,67723
39013,39,13,0,Colerain township,Belmont County,4276,67723
39013,39,13,0,Flushing township,Belmont County,2021,67723
39013,39,13,27552,Flushing village,Belmont County,879,67723
39013,39,13,35924,Holloway village,Belmont County,338,67723
39013,39,13,99990,Balance of Flushing township,Belmont County,804,67723
39013,39,13,0,Goshen township,Belmont County,3147,67723
39013,39,13,5312,Belmont village,Belmont County,453,67723
39013,39,13,6138,Bethesda village,Belmont County,1256,67723
39013,39,13,99990,Balance of Goshen township,Belmont County,1438,67723
39013,39,13,0,Kirkwood township,Belmont County,400,67723
39013,39,13,26348,Fairview village (pt.),Belmont County,0,67723
39013,39,13,99990,Balance of Kirkwood township,Belmont County,400,67723
39013,39,13,0,Mead township,Belmont County,5967,67723
39013,39,13,71640,Shadyside village (pt.),Belmont County,3746,67723
39013,39,13,99990,Balance of Mead township,Belmont County,2221,67723
39013,39,13,0,Pease township,Belmont County,14309,67723
39013,39,13,8560,Bridgeport village,Belmont County,1831,67723
39013,39,13,9316,Brookside village,Belmont County,632,67723
39013,39,13,48104,Martins Ferry city,Belmont County,6915,67723
39013,39,13,87178,Yorkville village (pt.),Belmont County,464,67723
39013,39,13,99990,Balance of Pease township,Belmont County,4467,67723
39013,39,13,0,Pultney township,Belmont County,8795,67723
39013,39,13,5074,Bellaire village,Belmont County,4278,67723
39013,39,13,71640,Shadyside village (pt.),Belmont County,39,67723
39013,39,13,99990,Balance of Pultney township,Belmont County,4478,67723
39013,39,13,0,Richland township,Belmont County,14973,67723
39013,39,13,69526,St. Clairsville city,Belmont County,5184,67723
39013,39,13,99990,Balance of Richland township,Belmont County,9789,67723
39013,39,13,0,Smith township,Belmont County,1543,67723
39013,39,13,0,Somerset township,Belmont County,1245,67723
39013,39,13,0,Union township,Belmont County,2295,67723
39013,39,13,52346,Morristown village,Belmont County,303,67723
39013,39,13,99990,Balance of Union township,Belmont County,1992,67723
39013,39,13,0,Warren township,Belmont County,5974,67723
39013,39,13,3926,Barnesville village,Belmont County,4193,67723
39013,39,13,99990,Balance of Warren township,Belmont County,1781,67723
39013,39,13,0,Washington township,Belmont County,517,67723
39013,39,13,0,Wayne township,Belmont County,709,67723
39013,39,13,85834,Wilson village (pt.),Belmont County,37,67723
39013,39,13,99990,Balance of Wayne township,Belmont County,672,67723
39013,39,13,0,Wheeling township,Belmont County,1691,67723
39013,39,13,0,York township,Belmont County,2538,67723
39013,39,13,64542,Powhatan Point village,Belmont County,1592,67723
39013,39,13,99990,Balance of York township,Belmont County,946,67723
39015,39,15,0,Brown County,Brown County,44846,43959
39015,39,15,142,Aberdeen village,Brown County,1638,43959
39015,39,15,26796,Fayetteville village,Brown County,330,43959
39015,39,15,29778,Georgetown village,Brown County,4331,43959
39015,39,15,32984,Hamersville village,Brown County,546,43959
39015,39,15,35168,Higginsport village,Brown County,251,43959
39015,39,15,52906,Mount Orab village,Brown County,3664,43959
39015,39,15,67272,Ripley village,Brown County,1750,43959
39015,39,15,69316,Russellville village,Brown County,561,43959
39015,39,15,70534,Sardinia village (pt.),Brown County,980,43959
39015,39,15,99990,Balance of Brown County,Brown County,30666,43959
39015,39,15,0,Byrd township,Brown County,739,43959
39015,39,15,0,Clark township,Brown County,3121,43959
39015,39,15,32984,Hamersville village,Brown County,546,43959
39015,39,15,99990,Balance of Clark township,Brown County,2575,43959
39015,39,15,0,Eagle township,Brown County,1344,43959
39015,39,15,0,Franklin township,Brown County,1654,43959
39015,39,15,29778,Georgetown village (pt.),Brown County,3,43959
39015,39,15,99990,Balance of Franklin township,Brown County,1651,43959
39015,39,15,0,Green township,Brown County,3652,43959
39015,39,15,52906,Mount Orab village (pt.),Brown County,1779,43959
39015,39,15,99990,Balance of Green township,Brown County,1873,43959
39015,39,15,0,Huntington township,Brown County,2763,43959
39015,39,15,142,Aberdeen village,Brown County,1638,43959
39015,39,15,99990,Balance of Huntington township,Brown County,1125,43959
39015,39,15,0,Jackson township,Brown County,1581,43959
39015,39,15,0,Jefferson township,Brown County,1433,43959
39015,39,15,69316,Russellville village,Brown County,561,43959
39015,39,15,99990,Balance of Jefferson township,Brown County,872,43959
39015,39,15,0,Lewis township,Brown County,2697,43959
39015,39,15,35168,Higginsport village,Brown County,251,43959
39015,39,15,99990,Balance of Lewis township,Brown County,2446,43959
39015,39,15,0,Perry township,Brown County,4735,43959
39015,39,15,26796,Fayetteville village,Brown County,330,43959
39015,39,15,99990,Balance of Perry township,Brown County,4276,43959
39015,39,15,0,Pike township,Brown County,4243,43959
39015,39,15,52906,Mount Orab village (pt.),Brown County,1265,43959
39015,39,15,99990,Balance of Pike township,Brown County,2978,43959
39015,39,15,0,Pleasant township,Brown County,5745,43959
39015,39,15,29778,Georgetown village (pt.),Brown County,4328,43959
39015,39,15,99990,Balance of Pleasant township,Brown County,1417,43959
39015,39,15,0,Scott township,Brown County,1294,43959
39015,39,15,0,Sterling township,Brown County,4427,43959
39015,39,15,52906,Mount Orab village (pt.),Brown County,620,43959
39015,39,15,99990,Balance of Sterling township,Brown County,3807,43959
39015,39,15,0,Union township,Brown County,3064,43959
39015,39,15,67272,Ripley village,Brown County,1750,43959
39015,39,15,99990,Balance of Union township,Brown County,1314,43959
39015,39,15,0,Washington township,Brown County,2354,43959
39015,39,15,70534,Sardinia village (pt.),Brown County,980,43959
39015,39,15,99990,Balance of Washington township,Brown County,1374,43959
39017,39,17,0,Butler County,Butler County,368130,363230
39017,39,17,16700,College Corner village (pt.),Butler County,191,363230
39017,39,17,25970,Fairfield city (pt.),Butler County,42510,363230
39017,39,17,33012,Hamilton city,Butler County,62477,363230
39017,39,17,38192,Jacksonburg village,Butler County,63,363230
39017,39,17,49840,Middletown city (pt.),Butler County,45994,363230
39017,39,17,50540,Millville village,Butler County,708,363230
39017,39,17,51310,Monroe city (pt.),Butler County,12322,363230
39017,39,17,55104,New Miami village,Butler County,2249,363230
39017,39,17,59234,Oxford city,Butler County,21371,363230
39017,39,17,71444,Seven Mile village,Butler County,751,363230
39017,39,17,71892,Sharonville city (pt.),Butler County,2363,363230
39017,39,17,77322,Trenton city,Butler County,11869,363230
39017,39,17,99990,Balance of Butler County,Butler County,164981,363230
39017,39,17,0,Fairfield city,Butler County,42510,363230
39017,39,17,25970,Fairfield city (pt.),Butler County,42510,363230
39017,39,17,0,Fairfield township,Butler County,21373,363230
39017,39,17,0,Hamilton city,Butler County,62477,363230
39017,39,17,33012,Hamilton city,Butler County,62477,363230
39017,39,17,0,Hanover township,Butler County,8311,363230
39017,39,17,50540,Millville village (pt.),Butler County,183,363230
39017,39,17,99990,Balance of Hanover township,Butler County,8128,363230
39017,39,17,0,Lemon township,Butler County,13875,363230
39017,39,17,51310,Monroe city (pt.),Butler County,11557,363230
39017,39,17,99990,Balance of Lemon township,Butler County,2318,363230
39017,39,17,0,Liberty township,Butler County,37259,363230
39017,39,17,51310,Monroe city (pt.),Butler County,765,363230
39017,39,17,99990,Balance of Liberty township,Butler County,36494,363230
39017,39,17,0,Madison township,Butler County,8448,363230
39017,39,17,0,Middletown city,Butler County,45994,363230
39017,39,17,49840,Middletown city (pt.),Butler County,45994,363230
39017,39,17,0,Milford township,Butler County,3550,363230
39017,39,17,0,Morgan township,Butler County,5515,363230
39017,39,17,0,Oxford township,Butler County,23661,363230
39017,39,17,16700,College Corner village (pt.),Butler County,191,363230
39017,39,17,59234,Oxford city,Butler County,21371,363230
39017,39,17,99990,Balance of Oxford township,Butler County,2099,363230
39017,39,17,0,Reily township,Butler County,2624,363230
39017,39,17,0,Ross township,Butler County,8355,363230
39017,39,17,50540,Millville village (pt.),Butler County,525,363230
39017,39,17,99990,Balance of Ross township,Butler County,7830,363230
39017,39,17,0,St. Clair township,Butler County,6908,363230
39017,39,17,55104,New Miami village,Butler County,2249,363230
39017,39,17,71444,Seven Mile village (pt.),Butler County,255,363230
39017,39,17,99990,Balance of St. Clair township,Butler County,4404,363230
39017,39,17,0,Trenton city,Butler County,11869,363230
39017,39,17,77322,Trenton city,Butler County,11869,363230
39017,39,17,0,Wayne township,Butler County,4443,363230
39017,39,17,38192,Jacksonburg village,Butler County,63,363230
39017,39,17,71444,Seven Mile village (pt.),Butler County,496,363230
39017,39,17,99990,Balance of Wayne township,Butler County,3884,363230
39017,39,17,0,West Chester township,Butler County,60958,363230
39017,39,17,71892,Sharonville city (pt.),Butler County,2363,363230
39017,39,17,99990,Balance of West Chester township,Butler County,58595,363230
39019,39,19,0,Carroll County,Carroll County,28836,28421
39019,39,19,12280,Carrollton village,Carroll County,3241,28421
39019,39,19,21560,Dellroy village,Carroll County,356,28421
39019,39,19,42518,Leesville village,Carroll County,158,28421
39019,39,19,46844,Magnolia village (pt.),Carroll County,266,28421
39019,39,19,46998,Malvern village,Carroll County,1189,28421
39019,39,19,50834,Minerva village (pt.),Carroll County,1776,28421
39019,39,19,72242,Sherrodsville village,Carroll County,304,28421
39019,39,19,99990,Balance of Carroll County,Carroll County,21546,28421
39019,39,19,0,Augusta township,Carroll County,1619,28421
39019,39,19,0,Brown township,Carroll County,7935,28421
39019,39,19,46998,Malvern village,Carroll County,1189,28421
39019,39,19,50834,Minerva village (pt.),Carroll County,1776,28421
39019,39,19,99990,Balance of Brown township,Carroll County,4970,28421
39019,39,19,0,Center township,Carroll County,4664,28421
39019,39,19,12280,Carrollton village (pt.),Carroll County,3241,28421
39019,39,19,99990,Balance of Center township,Carroll County,1423,28421
39019,39,19,0,East township,Carroll County,843,28421
39019,39,19,0,Fox township,Carroll County,1041,28421
39019,39,19,0,Harrison township,Carroll County,2478,28421
39019,39,19,0,Lee township,Carroll County,1087,28421
39019,39,19,0,Loudon township,Carroll County,1009,28421
39019,39,19,0,Monroe township,Carroll County,2072,28421
39019,39,19,21560,Dellroy village,Carroll County,356,28421
39019,39,19,72242,Sherrodsville village (pt.),Carroll County,46,28421
39019,39,19,99990,Balance of Monroe township,Carroll County,1670,28421
39019,39,19,0,Orange township,Carroll County,1339,28421
39019,39,19,42518,Leesville village,Carroll County,158,28421
39019,39,19,72242,Sherrodsville village (pt.),Carroll County,258,28421
39019,39,19,99990,Balance of Orange township,Carroll County,923,28421
39019,39,19,0,Perry township,Carroll County,996,28421
39019,39,19,0,Rose township,Carroll County,1537,28421
39019,39,19,46844,Magnolia village (pt.),Carroll County,266,28421
39019,39,19,99990,Balance of Rose township,Carroll County,1271,28421
39019,39,19,0,Union township,Carroll County,977,28421
39019,39,19,12280,Carrollton village (pt.),Carroll County,A,28421
